drug_name_norm	sources	n_sources	chembl_id	max_phase	is_approved	hnscc_indication	has_cancer_indication	cmap_score	n_de_genes	de_genes	n_up_genes	n_down_genes	max_interaction_score	drug_class	drug_class_label
FENOLDOPAM	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.309015249162267	2	ALDH2|CBX1	1	1	0.0810617990044806	C	C: Approved non-oncology
FLUDARABINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.636453714857091	2	MPO|NIPSNAP2	1	1	0.383851459991805	C	C: Approved non-oncology
FUROSEMIDE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.281080306659014	2	ADD1|APOA1	0	2	2.1751582732869	C	C: Approved non-oncology
HEXACHLOROPHENE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.188374138871421	2	HSPA8|SUMO1	2	0	0.0795789612178133	C	C: Approved non-oncology
HYDRALAZINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.0359349514092585	2	AOC3|MMP9	1	1	1.30509496397214	C	C: Approved non-oncology
HYDROCHLOROTHIAZIDE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.0206824311768446	2	AGT|SERPINE1	1	1	0.126096131784748	C	C: Approved non-oncology
HYDROXYCHLOROQUINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.24505305506622	2	APP|MTR	2	0	0.725052757762299	C	C: Approved non-oncology
IDARUBICIN	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.30178999879473	2	APEX1|CBX1	2	0	0.00578499540767792	C	C: Approved non-oncology
IFOSFAMIDE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.146771477616209	2	ALDH1A1|DNMT1	1	1	0.165726344631383	C	C: Approved non-oncology
IMATINIB	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.604083405102601	2	ATIC|EGFR	2	0	0.29002110310492	C	C: Approved non-oncology
LAPATINIB	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.590151450669703	2	EGFR|HLA-A	2	0	0.271894784160862	C	C: Approved non-oncology
LIDOCAINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.198829290167523	2	EGFR|MPO	2	0	0.204720778662296	C	C: Approved non-oncology
LOXAPINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.142771772039279	2	ALDH1A1|ALDH2	0	2	0.0872973220048253	C	C: Approved non-oncology
MASOPROCOL	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.258848246414594	2	ALDH1A1|CBX1	1	1	0.00590808041635192	C	C: Approved non-oncology
MERCAPTOPURINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.157357830119681	2	ALDH1A1|HBB	0	2	0.0400029107730924	C	C: Approved non-oncology
METHOTREXATE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.0542009588221439	2	APEX1|ATIC	2	0	0.189831994759584	C	C: Approved non-oncology
MIFEPRISTONE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.403600352158826	2	CBX1|PYGM	1	1	1.86442137710305	C	C: Approved non-oncology
MITOMYCIN	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.0469590457518176	2	KRT18|VWF	0	2	1.08757913664345	C	C: Approved non-oncology
MITOXANTRONE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.431097700696291	2	CBX1|DNMT1	2	0	0.0527311096554399	C	C: Approved non-oncology
NIMODIPINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.485043244440505	2	ATP1B1|SERPINE1	1	1	0.161621667364971	C	C: Approved non-oncology
ORLISTAT	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.41478976470576	2	CRIP1|SERPINE1	1	1	0.669279468703661	C	C: Approved non-oncology
PANOBINOSTAT	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.190938565767025	2	ACTL6A|SIRT5	1	1	0.407842176241293	C	C: Approved non-oncology
PHENOXYBENZAMINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.189949480981184	2	ALDH1A1|CBX1	1	1	0.0252436163244127	C	C: Approved non-oncology
PIMOZIDE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.401812062366205	2	ALDH1A1|CBX1	1	1	0.00816705234025118	C	C: Approved non-oncology
PROGESTERONE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.481895712428493	2	ALDH1A1|NME2	1	1	0.353924058026343	C	C: Approved non-oncology
RABEPRAZOLE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.3040407543621	2	ALDH1A1|CBX1	1	1	0.0106799915218669	C	C: Approved non-oncology
RESERPINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.344239218742674	2	CBX1|CDH13	1	1	0.154449108162383	C	C: Approved non-oncology
ROFECOXIB	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.138189895365805	2	ALDH1A1|CPT2	0	2	0.123413235363796	C	C: Approved non-oncology
ROTIGOTINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.300455150868374	2	ALDH1A1|ALDH2	0	2	0.113486518606273	C	C: Approved non-oncology
SELUMETINIB	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.558291650926944	2	EML4|GNA11	1	1	1.74012661862952	C	C: Approved non-oncology
SULFAMETHOXAZOLE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.0397017910772586	2	CBX1|MPO	2	0	0.248589516947074	C	C: Approved non-oncology
SUMATRIPTAN	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.300252651617765	2	A2M|SERPINA3	0	2	0.0398198310899203	C	C: Approved non-oncology
THIORIDAZINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.630460872314373	2	CBX1|SERPINA3	1	1	0.0315812453471782	C	C: Approved non-oncology
TRIFLUOPERAZINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.55951317147023	2	ALDH2|CBX1	1	1	0.0378288395354243	C	C: Approved non-oncology
VOXELOTOR	DGIdb|OpenTargets	2	CHEMBL4101807	4	TRUE	FALSE	FALSE	NA	2	HBA1|HBB	0	2	4.35031654657379	C	C: Approved non-oncology
ZIDOVUDINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.323001651554222	2	NME1|NME2	2	0	0.773389608279786	C	C: Approved non-oncology
ZIPRASIDONE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.412654988130147	2	A2M|SERPINA3	0	2	0.0295437456473602	C	C: Approved non-oncology
ALCLOMETASONE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.0305419649426639	1	SERPINA6	0	1	3.26273740993034	C	C: Approved non-oncology
ALMOTRIPTAN	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.0056117415058884	1	A2M	0	1	0.157240357105077	C	C: Approved non-oncology
ALPELISIB	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.394275725303598	1	F5	0	1	0.0157620164730935	C	C: Approved non-oncology
ALPRAZOLAM	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.039652251450691	1	BRD3	1	0	0.139582349087929	C	C: Approved non-oncology
AMBRISENTAN	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.350778773189102	1	ALDH1B1	0	1	0.372884275420611	C	C: Approved non-oncology
APREMILAST	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.193408402006377	1	COL12A1	1	0	0.23728999344948	C	C: Approved non-oncology
ARTESUNATE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.22664898998909	1	ATP2A1	0	1	0.870063309314759	C	C: Approved non-oncology
ASENAPINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.235967777380714	1	A2M	0	1	0.0251584571368123	C	C: Approved non-oncology
ATENOLOL	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.0775856604523256	1	SLC4A1	0	1	1.4501055155246	C	C: Approved non-oncology
AXITINIB	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.570305659048572	1	FABP5	1	0	0.497179033894148	C	C: Approved non-oncology
BARICITINIB	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.468967839074606	1	ENO3	0	1	2.3728999344948	C	C: Approved non-oncology
BENZTHIAZIDE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.412673201073086	1	CA2	0	1	0.501959601527746	C	C: Approved non-oncology
BRIMONIDINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.116646101846056	1	ALDH1A1	0	1	0.00979801024003107	C	C: Approved non-oncology
BUMETANIDE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.330713409069837	1	ADD1	0	1	1.4501055155246	C	C: Approved non-oncology
BUPIVACAINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.361825240861566	1	HSPA8	1	0	0.383851459991805	C	C: Approved non-oncology
BUSPIRONE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.234489686400816	1	ALDH1A1	0	1	0.0167965889829104	C	C: Approved non-oncology
CAPECITABINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.310762320816453	1	SIRPA	1	0	2.04720778662296	C	C: Approved non-oncology
CAPSAICIN	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.176283928018406	1	ALDH1A1	0	1	0.00691624252237487	C	C: Approved non-oncology
CAPTOPRIL	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.16828837024702	1	SERPINE1	1	0	0.23621628307188	C	C: Approved non-oncology
CARBAMAZEPINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.38714192563647	1	HLA-A	1	0	0.038049415859246	C	C: Approved non-oncology
CARIPRAZINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.141071967902389	1	ALDH1A1	0	1	0.0235152245760746	C	C: Approved non-oncology
CARISOPRODOL	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.190657798135221	1	CBX1	1	0	0.13883988978427	C	C: Approved non-oncology
CARMUSTINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.0785663899049686	1	ALDH1A1	0	1	0.0106887384436702	C	C: Approved non-oncology
CARPROFEN	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.394226530757789	1	CPT2	0	1	0.55535955913708	C	C: Approved non-oncology
CEFDINIR	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.16306350852959	1	SUMO1	1	0	0.686892086301125	C	C: Approved non-oncology
CHLOROQUINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.407115055457625	1	ASS1	0	1	0.116526336068941	C	C: Approved non-oncology
CICLESONIDE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.219376357642525	1	SERPINA6	0	1	3.26273740993034	C	C: Approved non-oncology
CILOSTAZOL	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.380877028739252	1	ALDH1A1	0	1	0.0083982944914552	C	C: Approved non-oncology
CLOFARABINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.319492951016143	1	NIPSNAP2	0	1	0.686892086301125	C	C: Approved non-oncology
CLOFAZIMINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.240083595139693	1	CBX1	1	0	0.055535955913708	C	C: Approved non-oncology
CLOTRIMAZOLE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.21246390449678	1	CBX1	1	0	0.00750485890725784	C	C: Approved non-oncology
CROVALIMAB	ChEMBL|DGIdb	2	CHEMBL4594316	4	TRUE	FALSE	FALSE	NA	1	C5	0	1	3.26273740993034	C	C: Approved non-oncology
CYCLOBENZAPRINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.302599430253667	1	APEX1	1	0	0.0291478495582834	C	C: Approved non-oncology
CYTARABINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.317763882466468	1	CDA	1	0	0.372884275420611	C	C: Approved non-oncology
DABRAFENIB	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.414116619263244	1	EML4	1	0	0.0859321786977539	C	C: Approved non-oncology
DACOMITINIB ANHYDROUS	ChEMBL|DGIdb	2	CHEMBL2110732	4	TRUE	FALSE	FALSE	NA	1	EGFR	1	0	0.589105365681868	C	C: Approved non-oncology
DAPSONE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.400393576834797	1	HLA-A	1	0	0.338985704927828	C	C: Approved non-oncology
DICHLORPHENAMIDE	ChEMBL|DGIdb	2	CHEMBL17	4	TRUE	FALSE	FALSE	NA	1	CA2	0	1	0.803135362444393	C	C: Approved non-oncology
DORZOLAMIDE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.178457383339581	1	CA2	0	1	1.20470304366659	C	C: Approved non-oncology
DOXYCYCLINE CALCIUM	ChEMBL|DGIdb	2	CHEMBL2364574	4	TRUE	FALSE	FALSE	NA	1	MMP8	1	0	1.86442137710305	C	C: Approved non-oncology
DOXYCYCLINE HYCLATE	ChEMBL|OpenTargets	2	CHEMBL3989740	4	TRUE	FALSE	FALSE	NA	1	MMP8	1	0	NA	C	C: Approved non-oncology
EDARAVONE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.174032053596772	1	ALDH1A1	0	1	0.0235152245760746	C	C: Approved non-oncology
EFLORNITHINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.16573899535965	1	NR5A1	1	0	0.593224983623699	C	C: Approved non-oncology
ELTROMBOPAG	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.0056117415058884	1	F5	0	1	0.141858148257841	C	C: Approved non-oncology
EMBELIN	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.045449515112046	1	ALDH1A1	0	1	0.00783840819202485	C	C: Approved non-oncology
ENFLURANE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.0292479776919756	1	ATP5F1D	0	1	0.673597400759813	C	C: Approved non-oncology
EPHEDRINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.0139360991431116	1	ALDH1A1	0	1	0.00691624252237487	C	C: Approved non-oncology
EPINEPHRINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.176303668885798	1	APEX1	1	0	0.00655826615061376	C	C: Approved non-oncology
EPIRUBICIN	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.424591126204773	1	SERPINE1	1	0	0.0853003244426234	C	C: Approved non-oncology
EPLERENONE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.166221500456655	1	ATP1A1	0	1	3.48025323725903	C	C: Approved non-oncology
EPROSARTAN	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.0463665963330653	1	ACADM	0	1	0.841996750949767	C	C: Approved non-oncology
ERLOTINIB	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.657941753273653	1	EGFR	1	0	0.568065888336087	C	C: Approved non-oncology
ETODOLAC	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.180438278870387	1	CPT2	0	1	0.27767977956854	C	C: Approved non-oncology
EVEROLIMUS	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.525642204122242	1	ETFB	0	1	0.0357071125573772	C	C: Approved non-oncology
FELODIPINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.226017406975261	1	CACNA2D1	0	1	0.292458255231852	C	C: Approved non-oncology
FLOXURIDINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.401599591511914	1	DNMT1	1	0	0.165726344631383	C	C: Approved non-oncology
FLURBIPROFEN	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.130014645996667	1	CPT2	0	1	0.13883988978427	C	C: Approved non-oncology
FLUTAMIDE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.413699781990137	1	MPO	1	0	0.174012661862952	C	C: Approved non-oncology
FULVESTRANT	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.588193979474979	1	EML4	1	0	0.0928067529935743	C	C: Approved non-oncology
GABAPENTIN ENACARBIL	DGIdb|OpenTargets	2	CHEMBL1628502	4	TRUE	FALSE	FALSE	NA	1	CACNA2D1	0	1	0.184140382923759	C	C: Approved non-oncology
IBRUTINIB	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.424797267466848	1	EGFR	1	0	0.0159938108329919	C	C: Approved non-oncology
IBUTILIDE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.233104735467189	1	CACNA2D1	0	1	0.710255762705926	C	C: Approved non-oncology
IDELALISIB	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.523245867540167	1	F5	0	1	0.0630480658923738	C	C: Approved non-oncology
ILOPERIDONE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.0624346661184252	1	SERPINA3	0	1	0.043612195955627	C	C: Approved non-oncology
ILOPROST	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.229206577606459	1	APOC3	0	1	0.155368448091921	C	C: Approved non-oncology
INDAPAMIDE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.196137612024237	1	APEX1	1	0	0.0524661292049101	C	C: Approved non-oncology
IRBESARTAN	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.349285586766427	1	ACADM	0	1	0.210499187737442	C	C: Approved non-oncology
ISOTRETINOIN	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.0540848622021324	1	CA3	0	1	1.63136870496517	C	C: Approved non-oncology
ISRADIPINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.544285890684214	1	CACNA2D1	0	1	0.414315861578457	C	C: Approved non-oncology
KETOCONAZOLE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.232845268575505	1	CBX1	1	0	0.0126218081622064	C	C: Approved non-oncology
KETOPROFEN	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.243098716640969	1	CPT2	0	1	0.158674159753451	C	C: Approved non-oncology
LAZERTINIB	ChEMBL|DGIdb	2	CHEMBL4558324	4	TRUE	FALSE	FALSE	NA	1	EGFR	1	0	0.108757913664345	C	C: Approved non-oncology
LENVATINIB	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.339318438886541	1	EGFR	1	0	0.0143102517979401	C	C: Approved non-oncology
LEPIRUDIN	ChEMBL|OpenTargets	2	CHEMBL1201666	4	TRUE	FALSE	FALSE	NA	1	F2	0	1	NA	C	C: Approved non-oncology
LETROZOLE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.566167609831628	1	MMP2	1	0	0.152642685844695	C	C: Approved non-oncology
LEVETIRACETAM	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.383836505408191	1	HLA-A	1	0	0.532691822029444	C	C: Approved non-oncology
LEVOTHYROXINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.49296183307954	1	SERPINE1	1	0	0.191925729995903	C	C: Approved non-oncology
LIOTHYRONINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.0676554929290709	1	NR5A1	1	0	0.1977416612079	C	C: Approved non-oncology
LOMUSTINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.1357359764091	1	EGFR	1	0	0.0679736960402155	C	C: Approved non-oncology
LORATADINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.236810641759131	1	MPO	1	0	0.183171223013633	C	C: Approved non-oncology
MACITENTAN	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.369666571165387	1	ALDH1B1	0	1	0.466105344275764	C	C: Approved non-oncology
MAFENIDE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.182291971426961	1	CA2	0	1	0.501959601527746	C	C: Approved non-oncology
MELOXICAM	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.20620616124056	1	CPT2	0	1	0.13883988978427	C	C: Approved non-oncology
MESORIDAZINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.0875347322274937	1	ALDH1A1	0	1	0.0117576122880373	C	C: Approved non-oncology
MESTRANOL	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.30324482139496	1	AGT	0	1	0.644491340233155	C	C: Approved non-oncology
METHOXYFLURANE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.120083914081609	1	ATP5F1D	0	1	0.949159973797919	C	C: Approved non-oncology
METHYLPREDNISOLONE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.439322847426348	1	SERPINE1	1	0	0.170600648885247	C	C: Approved non-oncology
METOPROLOL	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.256566148765821	1	SLC4A1	0	1	4.01567681222196	C	C: Approved non-oncology
METRONIDAZOLE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.192837251179511	1	ALDH1A1	0	1	0.0293940307200932	C	C: Approved non-oncology
MINAPRINE	ChEMBL|DGIdb	2	CHEMBL278819	4	TRUE	FALSE	FALSE	NA	1	MAOA	0	1	0.148728770823036	C	C: Approved non-oncology
MINAPRINE HYDROCHLORIDE	ChEMBL|DGIdb	2	CHEMBL1364551	4	TRUE	FALSE	FALSE	NA	1	MAOA	0	1	0.148728770823036	C	C: Approved non-oncology
MYCOPHENOLATE SODIUM	DGIdb|OpenTargets	2	CHEMBL2106643	4	TRUE	FALSE	FALSE	NA	1	IMPDH2	0	1	2.61018992794428	C	C: Approved non-oncology
NALTREXONE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.115229900798869	1	ALDH2	0	1	0.133513551301498	C	C: Approved non-oncology
NICARDIPINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.18956949629866	1	CBX1	1	0	0.0173549862230338	C	C: Approved non-oncology
NORGESTIMATE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.103792577186903	1	ATP2A2	0	1	0.453946074425091	C	C: Approved non-oncology
NORGESTREL	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.3839106599738	1	HSPA5	1	0	0.543789568321724	C	C: Approved non-oncology
NORTRIPTYLINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.110153207876001	1	EPHX1	0	1	0.125489900381936	C	C: Approved non-oncology
OMEPRAZOLE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.412779857533561	1	CBX1	1	0	0.00750485890725784	C	C: Approved non-oncology
OXAPROZIN	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.193778407167817	1	CPT2	0	1	0.185119853045693	C	C: Approved non-oncology
OXYBENZONE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.255338081451766	1	ALDH1A1	0	1	0.0293940307200932	C	C: Approved non-oncology
OXYMETHOLONE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.069983215010754	1	ALDH1A1	0	1	0.0130640136533747	C	C: Approved non-oncology
PAMIDRONATE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.188003456531231	1	MMP2	1	0	0.249778940473137	C	C: Approved non-oncology
PARGYLINE	L2S2|OpenTargets	2	CHEMBL673	4	TRUE	FALSE	FALSE	-0.452255437821826	1	MAOA	0	1	NA	C	C: Approved non-oncology
PAZOPANIB	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.435895785692918	1	DPT	0	1	0.0166519293648758	C	C: Approved non-oncology
PERHEXILINE	DGIdb|OpenTargets	2	CHEMBL75880	4	TRUE	FALSE	FALSE	NA	1	CPT2	0	1	0.317348319506903	C	C: Approved non-oncology
PERHEXILINE MALEATE	ChEMBL|DGIdb	2	CHEMBL1334033	4	TRUE	FALSE	FALSE	NA	1	CPT2	0	1	0.100974465297651	C	C: Approved non-oncology
PHENYLBUTAZONE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.318729262416	1	CPT2	0	1	0.0793370798767257	C	C: Approved non-oncology
PHENYLEPHRINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.25017268385006	1	VWF	0	1	0.326273740993035	C	C: Approved non-oncology
PONATINIB	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.374278355810304	1	EML4	1	0	0.0892372624938214	C	C: Approved non-oncology
PRAMIPEXOLE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.309744571224904	1	ALDH1A1	0	1	0.0235152245760746	C	C: Approved non-oncology
PREDNISOLONE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.0761404608565511	1	CD34	0	1	0.372884275420611	C	C: Approved non-oncology
PREDNISONE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.315565513646275	1	VWF	0	1	0.116008441241968	C	C: Approved non-oncology
PREGABALIN	DGIdb|OpenTargets	2	CHEMBL1059	4	TRUE	FALSE	FALSE	NA	1	CACNA2D1	0	1	0.191222705343903	C	C: Approved non-oncology
PRIMAQUINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.16445290859925	1	CYB5R1	0	1	0.949159973797919	C	C: Approved non-oncology
PROFENAMINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.109428426616043	1	CBX1	1	0	0.069419944892135	C	C: Approved non-oncology
PROMAZINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.174244199111195	1	ALDH1A1	0	1	0.00618821699370383	C	C: Approved non-oncology
PROPOFOL	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.0698035978238044	1	APP	1	0	0.0510301061181677	C	C: Approved non-oncology
PROPYLTHIOURACIL	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.185051769934456	1	MPO	1	0	0.174012661862952	C	C: Approved non-oncology
PROXIBARBAL	ChEMBL|DGIdb	2	CHEMBL2105233	4	TRUE	FALSE	FALSE	NA	1	MAOA	0	1	0.669279468703661	C	C: Approved non-oncology
PYRAZINAMIDE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.357757160021938	1	MPO	1	0	0.267711787481464	C	C: Approved non-oncology
QUINAPRIL	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.3209306581004	1	AGT	0	1	3.86694804139893	C	C: Approved non-oncology
