drug_name_norm	sources	n_sources	chembl_id	max_phase	is_approved	hnscc_indication	has_cancer_indication	cmap_score	n_de_genes	de_genes	n_up_genes	n_down_genes	max_interaction_score	drug_class	drug_class_label
RAMELTEON	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.221696540337653	1	ANK2	0	1	0.352728368641118	C	C: Approved non-oncology
RAMIPRIL	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.220483014157859	1	MMP2	1	0	0.457928057534084	C	C: Approved non-oncology
REGORAFENIB	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.443313099180795	1	EGFR	1	0	0.00823923588366249	C	C: Approved non-oncology
RILUZOLE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.499103959708997	1	ARG1	1	0	0.108082398672641	C	C: Approved non-oncology
RIMEXOLONE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.285219756472795	1	SERPINA6	0	1	1.30509496397214	C	C: Approved non-oncology
RITONAVIR	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.333215781056566	1	APOC3	0	1	0.207157930789228	C	C: Approved non-oncology
RIVAROXABAN	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.356311857785191	1	F5	0	1	0.126096131784748	C	C: Approved non-oncology
ROPINIROLE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.231330198496863	1	ALDH1A1	0	1	0.0195960204800621	C	C: Approved non-oncology
RUFINAMIDE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.352653610956662	1	CBX1	1	0	0.0231399816307117	C	C: Approved non-oncology
SAFINAMIDE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.307622438956272	1	CACNA2D1	0	1	0.165726344631383	C	C: Approved non-oncology
SELEGILINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.370631910014405	1	MAOA	0	1	0.267711787481464	C	C: Approved non-oncology
SILDENAFIL	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.390115341013513	1	ARG1	1	0	0.451980939903771	C	C: Approved non-oncology
SIMVASTATIN	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.450551450942782	1	MMP2	1	0	0.05495136690409	C	C: Approved non-oncology
SPIRONOLACTONE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.31776443611925	1	ADD1	0	1	1.63136870496517	C	C: Approved non-oncology
SULFASALAZINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.253017745756648	1	MTR	1	0	0.543789568321724	C	C: Approved non-oncology
SULFINPYRAZONE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.0538143600105671	1	ALDH1A1	0	1	0.0083982944914552	C	C: Approved non-oncology
SULINDAC	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.111530468563936	1	CPT2	0	1	0.0528913865844838	C	C: Approved non-oncology
SULOCTIDIL	DGIdb|OpenTargets	2	CHEMBL404849	4	TRUE	FALSE	FALSE	NA	1	CACNA2D1	0	1	0.0956113526719515	C	C: Approved non-oncology
SUNITINIB	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.389594068909825	1	DPT	0	1	0.01977416612079	C	C: Approved non-oncology
SUPROFEN	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.479906000262368	1	CPT2	0	1	0.27767977956854	C	C: Approved non-oncology
TECHNETIUM TC 99M SUCCIMER	ChEMBL|DGIdb	2	CHEMBL1200797	4	TRUE	FALSE	FALSE	NA	1	A2M	0	1	0.628961428420308	C	C: Approved non-oncology
TELMISARTAN	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.163671925268848	1	ACADM	0	1	0.153090318354503	C	C: Approved non-oncology
TEMSIROLIMUS	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.383975339326697	1	ETFB	0	1	0.0809361217967217	C	C: Approved non-oncology
TERBINAFINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.279701803116586	1	HLA-A	1	0	1.24294758473537	C	C: Approved non-oncology
TETRABENAZINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.338443649949824	1	CDH13	0	1	0.803135362444393	C	C: Approved non-oncology
THALIDOMIDE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.56222634968342	1	VWF	0	1	0.141091347456447	C	C: Approved non-oncology
THEOPHYLLINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.281126811657256	1	MPO	1	0	0.128898268046631	C	C: Approved non-oncology
THIOTEPA	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.0296071565008754	1	ALDH1A1	0	1	0.0235152245760746	C	C: Approved non-oncology
TICAGRELOR	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.241915512049847	1	APEX1	1	0	0.0291478495582834	C	C: Approved non-oncology
TICLOPIDINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.272167290164162	1	HLA-A	1	0	0.430251087023782	C	C: Approved non-oncology
TOFACITINIB	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.297444474553548	1	CTSS	1	0	0.745768550841222	C	C: Approved non-oncology
TOLMETIN	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.154016335331707	1	MPO	1	0	1.16008441241968	C	C: Approved non-oncology
TOLOXATONE	ChEMBL|DGIdb	2	CHEMBL18116	4	TRUE	FALSE	FALSE	NA	1	MAOA	0	1	1.33855893740732	C	C: Approved non-oncology
TREPROSTINIL	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.0056117415058884	1	APOC3	0	1	0.207157930789228	C	C: Approved non-oncology
TRIAMCINOLONE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.534167266406495	1	SERPINA6	0	1	0.283716296515682	C	C: Approved non-oncology
TRICHLORMETHIAZIDE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.0407197251765586	1	CA2	0	1	0.669279468703661	C	C: Approved non-oncology
TROPICAMIDE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.0935362566934703	1	ARG1	1	0	0.225990469951885	C	C: Approved non-oncology
URSODIOL	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.110534834567737	1	AKR1C2	0	1	3.26273740993034	C	C: Approved non-oncology
VALDECOXIB	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.255518341401047	1	CPT2	0	1	0.370239706091387	C	C: Approved non-oncology
VALPROATE SODIUM	ChEMBL|OpenTargets	2	CHEMBL433	4	TRUE	FALSE	FALSE	NA	1	ALDH5A1	0	1	NA	C	C: Approved non-oncology
VALSARTAN	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.356640434487488	1	ACADM	0	1	0.561331167299844	C	C: Approved non-oncology
VINBLASTINE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.104825687409187	1	MMP2	1	0	0.0808108336824853	C	C: Approved non-oncology
VON WILLEBRAND FACTOR HUMAN	ChEMBL|OpenTargets	2	CHEMBL4298126	4	TRUE	FALSE	FALSE	NA	1	VWF	0	1	NA	C	C: Approved non-oncology
VORINOSTAT	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.657167247131789	1	GNA11	0	1	0.0932210688551527	C	C: Approved non-oncology
WARFARIN	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.43140644221571	1	VWF	0	1	0.15819332896632	C	C: Approved non-oncology
XIMELAGATRAN	ChEMBL|DGIdb	2	CHEMBL522038	4	TRUE	FALSE	FALSE	NA	1	F2	0	1	2.00783840611098	C	C: Approved non-oncology
ZILEUTON	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.361850964941999	1	MMP2	1	0	0.305285371689389	C	C: Approved non-oncology
ZOLMITRIPTAN	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.0584116661637466	1	A2M	0	1	0.0628961428420308	C	C: Approved non-oncology
ZONISAMIDE	DGIdb|L2S2	2	NA	NA	TRUE	FALSE	FALSE	-0.17318779053665	1	HLA-A	1	0	0.149153710168244	C	C: Approved non-oncology
MARIMASTAT	ChEMBL|DGIdb|OpenTargets	3	CHEMBL279785	3	FALSE	FALSE	TRUE	NA	3	DCN|MMP2|MMP9	2	1	0.497179033894148	D	D: Not approved / Experimental
ANDECALIXIMAB	ChEMBL|DGIdb|OpenTargets	3	CHEMBL3833374	3	FALSE	FALSE	TRUE	NA	1	MMP9	1	0	4.17630388471084	D	D: Not approved / Experimental
BAPINEUZUMAB	ChEMBL|DGIdb|OpenTargets	3	CHEMBL2108576	3	FALSE	FALSE	FALSE	NA	1	APP	1	0	2.3728999344948	D	D: Not approved / Experimental
BELORANIB	ChEMBL|DGIdb|OpenTargets	3	CHEMBL4297504	3	FALSE	FALSE	FALSE	NA	1	METAP2	1	0	9.78821222979104	D	D: Not approved / Experimental
CRENEZUMAB	ChEMBL|DGIdb|OpenTargets	3	CHEMBL1743004	3	FALSE	FALSE	FALSE	NA	1	APP	1	0	1.5819332896632	D	D: Not approved / Experimental
FORIGERIMOD ACETATE	ChEMBL|DGIdb|OpenTargets	3	CHEMBL3989801	3	FALSE	FALSE	FALSE	NA	1	HSPA8	1	0	3.26273740993034	D	D: Not approved / Experimental
GANTENERUMAB	ChEMBL|DGIdb|OpenTargets	3	CHEMBL1743025	3	FALSE	FALSE	FALSE	NA	1	APP	1	0	2.3728999344948	D	D: Not approved / Experimental
NOMACOPAN	ChEMBL|DGIdb|OpenTargets	3	CHEMBL4297928	3	FALSE	FALSE	FALSE	NA	1	C5	0	1	1.08757913664345	D	D: Not approved / Experimental
PEXELIZUMAB	ChEMBL|DGIdb|OpenTargets	3	CHEMBL2107979	3	FALSE	FALSE	FALSE	NA	1	C5	0	1	3.26273740993034	D	D: Not approved / Experimental
SOLANEZUMAB	ChEMBL|DGIdb|OpenTargets	3	CHEMBL1743072	3	FALSE	FALSE	FALSE	NA	1	APP	1	0	2.3728999344948	D	D: Not approved / Experimental
TRAMIPROSATE	ChEMBL|DGIdb|OpenTargets	3	CHEMBL149082	3	FALSE	FALSE	FALSE	NA	1	APP	1	0	2.3728999344948	D	D: Not approved / Experimental
VALILTRAMIPROSATE	ChEMBL|DGIdb|OpenTargets	3	CHEMBL4650301	3	FALSE	FALSE	FALSE	NA	1	APP	1	0	1.5819332896632	D	D: Not approved / Experimental
VERDIPERSTAT	ChEMBL|DGIdb|OpenTargets	3	CHEMBL4297594	3	FALSE	FALSE	FALSE	NA	1	MPO	1	0	1.74012661862952	D	D: Not approved / Experimental
VILOBELIMAB	ChEMBL|DGIdb|OpenTargets	3	CHEMBL2109636	3	FALSE	FALSE	FALSE	NA	1	C5	0	1	3.26273740993034	D	D: Not approved / Experimental
ZILUCOPLAN	ChEMBL|DGIdb|OpenTargets	3	CHEMBL4298207	3	FALSE	FALSE	FALSE	NA	1	C5	0	1	0.36252637888115	D	D: Not approved / Experimental
MARIZOMIB	DGIdb|OpenTargets	2	CHEMBL371405	3	FALSE	FALSE	TRUE	NA	14	PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB1|PSMB10|PSMB2|PSMB3|PSMB4|PSMB8|PSMB9	14	0	0.355127881352963	D	D: Not approved / Experimental
OPROZOMIB	DGIdb|OpenTargets	2	CHEMBL2103884	2	FALSE	FALSE	TRUE	NA	14	PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB1|PSMB10|PSMB2|PSMB3|PSMB4|PSMB8|PSMB9	14	0	0.326273740993035	D	D: Not approved / Experimental
ALFIMEPRASE	DGIdb|OpenTargets	2	CHEMBL2108893	3	FALSE	FALSE	FALSE	NA	3	FGA|FGB|FGG	0	3	4.35031654657379	D	D: Not approved / Experimental
ANCROD	DGIdb|OpenTargets	2	CHEMBL2108481	3	FALSE	FALSE	FALSE	NA	3	FGA|FGB|FGG	0	3	1.63136870496517	D	D: Not approved / Experimental
CTS-1027	DGIdb|OpenTargets	2	CHEMBL440498	2	FALSE	FALSE	FALSE	NA	3	MMP2|MMP8|MMP9	3	0	1.06538364405889	D	D: Not approved / Experimental
DANICAMTIV	DGIdb|OpenTargets	2	CHEMBL4594304	2	FALSE	FALSE	FALSE	NA	3	MYH7|MYL2|MYL3	0	3	2.48589516947074	D	D: Not approved / Experimental
EMRICASAN	DGIdb|OpenTargets	2	CHEMBL197672	2	FALSE	FALSE	FALSE	NA	3	CASP3|CASP6|CASP7	3	0	0.23621628307188	D	D: Not approved / Experimental
FIBRINOGEN, HUMAN	DGIdb|OpenTargets	2	CHEMBL2109072	3	FALSE	FALSE	FALSE	NA	3	FGA|FGB|FGG	0	3	2.1751582732869	D	D: Not approved / Experimental
ISTAROXIME	DGIdb|OpenTargets	2	CHEMBL2093999	2	FALSE	FALSE	FALSE	NA	3	ATP1A1|ATP1B1|ATP2A2	0	3	0.773389608279786	D	D: Not approved / Experimental
MIPSAGARGIN	DGIdb|OpenTargets	2	CHEMBL3989865	2	FALSE	FALSE	TRUE	NA	3	ATP2A1|ATP2A2|ATP2A3	0	3	1.30509496397214	D	D: Not approved / Experimental
MT-3724	DGIdb|OpenTargets	2	CHEMBL4297789	2	FALSE	FALSE	TRUE	NA	3	RPL12|RPS11|RPS8	3	0	0.128898268046631	D	D: Not approved / Experimental
OMECAMTIV MECARBIL	DGIdb|OpenTargets	2	CHEMBL1800955	3	FALSE	FALSE	FALSE	NA	3	MYH7|MYL2|MYL3	0	3	2.1751582732869	D	D: Not approved / Experimental
PLASMINOGEN	DGIdb|OpenTargets	2	CHEMBL2108131	3	FALSE	FALSE	FALSE	NA	3	FGA|FGB|FGG	0	3	2.1751582732869	D	D: Not approved / Experimental
REBIMASTAT	DGIdb|OpenTargets	2	CHEMBL76222	2	FALSE	FALSE	TRUE	NA	3	MMP2|MMP8|MMP9	3	0	1.24294758473537	D	D: Not approved / Experimental
TOSEDOSTAT	DGIdb|OpenTargets	2	CHEMBL2103847	2	FALSE	FALSE	TRUE	NA	3	LAP3|METAP2|XPNPEP3	3	0	2.61018992794428	D	D: Not approved / Experimental
APABETALONE	DGIdb|OpenTargets	2	CHEMBL2393130	3	FALSE	FALSE	FALSE	NA	2	APOA1|BRD3	1	1	0.677971409855656	D	D: Not approved / Experimental
DEFIBROTIDE	ChEMBL|DGIdb	2	CHEMBL2108396	3	FALSE	FALSE	FALSE	NA	2	F2|SERPINE1	1	1	1.02360389331148	D	D: Not approved / Experimental
EFAPROXIRAL	DGIdb|OpenTargets	2	CHEMBL18901	3	FALSE	FALSE	TRUE	NA	2	HBA1|HBB	0	2	8.70063309314759	D	D: Not approved / Experimental
LANATOSIDE C	DGIdb|OpenTargets	2	CHEMBL506569	2	FALSE	FALSE	FALSE	NA	2	ATP1A1|ATP1B1	0	2	0.232016882483936	D	D: Not approved / Experimental
LEVOSIMENDAN	DGIdb|OpenTargets	2	CHEMBL2051955	3	FALSE	FALSE	FALSE	NA	2	TNC|TNNI3	1	1	1.86442137710305	D	D: Not approved / Experimental
RELDESEMTIV	DGIdb|OpenTargets	2	CHEMBL4297600	3	FALSE	FALSE	FALSE	NA	2	TNNC2|TNNI2	0	2	11.6008441241968	D	D: Not approved / Experimental
SULTHIAME	DGIdb|OpenTargets	2	CHEMBL328560	3	FALSE	FALSE	FALSE	NA	2	CA2|CA3	0	2	1.08757913664345	D	D: Not approved / Experimental
TIRASEMTIV	DGIdb|OpenTargets	2	CHEMBL3039529	3	FALSE	FALSE	FALSE	NA	2	TNNC2|TNNI2	0	2	17.4012661862952	D	D: Not approved / Experimental
81C6 131I	DGIdb|OpenTargets	2	CHEMBL2109582	2	FALSE	FALSE	TRUE	NA	1	TNC	1	0	6.52547481986069	D	D: Not approved / Experimental
A27.15	DGIdb|OpenTargets	2	CHEMBL2109494	1	FALSE	FALSE	TRUE	NA	1	TFRC	1	0	17.4012661862952	D	D: Not approved / Experimental
ABIVERTINIB	ChEMBL|DGIdb	2	CHEMBL4297865	3	FALSE	FALSE	FALSE	NA	1	EGFR	1	0	0.0453157973601437	D	D: Not approved / Experimental
ABIVERTINIB MALEATE	ChEMBL|DGIdb	2	CHEMBL4297866	3	FALSE	FALSE	FALSE	NA	1	EGFR	1	0	0.135947392080431	D	D: Not approved / Experimental
ALEPLASININ	DGIdb|OpenTargets	2	CHEMBL325424	2	FALSE	FALSE	FALSE	NA	1	SERPINE1	1	0	3.07081167993444	D	D: Not approved / Experimental
APX-3330	DGIdb|OpenTargets	2	CHEMBL578390	2	FALSE	FALSE	TRUE	NA	1	APEX1	1	0	0.524661292049101	D	D: Not approved / Experimental
ATINUMAB	DGIdb|OpenTargets	2	CHEMBL1742987	2	FALSE	FALSE	FALSE	NA	1	RTN4	0	1	10.4407597117771	D	D: Not approved / Experimental
AUMOLERTINIB	ChEMBL|DGIdb	2	CHEMBL4761468	3	FALSE	FALSE	FALSE	NA	1	EGFR	1	0	0.135947392080431	D	D: Not approved / Experimental
AZD-1236	DGIdb|OpenTargets	2	CHEMBL4297352	2	FALSE	FALSE	FALSE	NA	1	MMP9	1	0	1.04407597117771	D	D: Not approved / Experimental
BIRABRESIB	DGIdb|OpenTargets	2	CHEMBL3581647	2	FALSE	FALSE	TRUE	NA	1	BRD3	1	0	0.29661249181185	D	D: Not approved / Experimental
CANERTINIB DIHYDROCHLORIDE	ChEMBL|DGIdb	2	CHEMBL545315	3	FALSE	FALSE	FALSE	NA	1	EGFR	1	0	0.108757913664345	D	D: Not approved / Experimental
CUSTIRSEN	DGIdb|OpenTargets	2	CHEMBL2108309	3	FALSE	FALSE	TRUE	NA	1	CLU	0	1	17.4012661862952	D	D: Not approved / Experimental
CUSTIRSEN SODIUM	DGIdb|OpenTargets	2	CHEMBL2219773	3	FALSE	FALSE	TRUE	NA	1	CLU	0	1	8.70063309314759	D	D: Not approved / Experimental
DAVANAT	DGIdb|OpenTargets	2	CHEMBL4297960	2	FALSE	FALSE	TRUE	NA	1	LGALS1	0	1	26.1018992794428	D	D: Not approved / Experimental
DEPATUXIZUMAB MAFODOTIN	ChEMBL|DGIdb	2	CHEMBL3707277	3	FALSE	FALSE	FALSE	NA	1	EGFR	1	0	0.815684352482586	D	D: Not approved / Experimental
DEZAMIZUMAB	DGIdb|OpenTargets	2	CHEMBL4297966	2	FALSE	FALSE	FALSE	NA	1	APCS	0	1	6.52547481986069	D	D: Not approved / Experimental
E2.3	DGIdb|OpenTargets	2	CHEMBL2109495	1	FALSE	FALSE	TRUE	NA	1	TFRC	1	0	8.70063309314759	D	D: Not approved / Experimental
EGAPTIVON PEGOL	DGIdb|OpenTargets	2	CHEMBL2108339	2	FALSE	FALSE	FALSE	NA	1	VWF	0	1	5.22037985588855	D	D: Not approved / Experimental
ETAVOPIVAT	DGIdb|OpenTargets	2	CHEMBL4650332	2	FALSE	FALSE	FALSE	NA	1	PKLR	1	0	8.70063309314759	D	D: Not approved / Experimental
EZOBRESIB	DGIdb|OpenTargets	2	CHEMBL4297458	2	FALSE	FALSE	TRUE	NA	1	BRD3	1	0	0.593224983623699	D	D: Not approved / Experimental
F16IL2	DGIdb|OpenTargets	2	CHEMBL2109583	2	FALSE	FALSE	TRUE	NA	1	TNC	1	0	6.52547481986069	D	D: Not approved / Experimental
F16SIP 131I	DGIdb|OpenTargets	2	CHEMBL2109584	2	FALSE	FALSE	TRUE	NA	1	TNC	1	0	6.52547481986069	D	D: Not approved / Experimental
FIRMONERTINIB	ChEMBL|DGIdb	2	CHEMBL4297258	3	FALSE	FALSE	FALSE	NA	1	EGFR	1	0	0.271894784160862	D	D: Not approved / Experimental
FULACIMSTAT	DGIdb|OpenTargets	2	CHEMBL4297596	2	FALSE	FALSE	FALSE	NA	1	CMA1	0	1	10.4407597117771	D	D: Not approved / Experimental
FUTUXIMAB	ChEMBL|DGIdb	2	CHEMBL2109388	3	FALSE	FALSE	FALSE	NA	1	EGFR	1	0	0.271894784160862	D	D: Not approved / Experimental
GLEMBATUMUMAB	DGIdb|OpenTargets	2	CHEMBL2108707	2	FALSE	FALSE	TRUE	NA	1	GPNMB	1	0	26.1018992794428	D	D: Not approved / Experimental
GLEMBATUMUMAB VEDOTIN	DGIdb|OpenTargets	2	CHEMBL1743028	2	FALSE	FALSE	TRUE	NA	1	GPNMB	1	0	1.63136870496517	D	D: Not approved / Experimental
GSK-2586881	DGIdb|OpenTargets	2	CHEMBL4297887	2	FALSE	FALSE	FALSE	NA	1	AGT	0	1	2.9002110310492	D	D: Not approved / Experimental
ICOTINIB	ChEMBL|DGIdb	2	CHEMBL2087361	3	FALSE	FALSE	FALSE	NA	1	EGFR	1	0	0.543789568321724	D	D: Not approved / Experimental
INDANTADOL	DGIdb|OpenTargets	2	CHEMBL3707400	2	FALSE	FALSE	FALSE	NA	1	MAOA	0	1	0.167319867175915	D	D: Not approved / Experimental
MIRIDESAP	DGIdb|OpenTargets	2	CHEMBL25263	2	FALSE	FALSE	FALSE	NA	1	APCS	0	1	13.0509496397214	D	D: Not approved / Experimental
MODOTUXIMAB	ChEMBL|DGIdb	2	CHEMBL3989988	3	FALSE	FALSE	FALSE	NA	1	EGFR	1	0	0.271894784160862	D	D: Not approved / Experimental
MOLIBRESIB	DGIdb|OpenTargets	2	CHEMBL1232461	2	FALSE	FALSE	TRUE	NA	1	BRD3	1	0	0.790966644831599	D	D: Not approved / Experimental
NAQUOTINIB	ChEMBL|DGIdb	2	CHEMBL3663929	3	FALSE	FALSE	FALSE	NA	1	EGFR	1	0	0.407842176241293	D	D: Not approved / Experimental
NIMOTUZUMAB	ChEMBL|DGIdb	2	CHEMBL2108359	3	FALSE	FALSE	FALSE	NA	1	EGFR	1	0	0.679736960402155	D	D: Not approved / Experimental
OZANEZUMAB	DGIdb|OpenTargets	2	CHEMBL2108679	2	FALSE	FALSE	FALSE	NA	1	RTN4	0	1	10.4407597117771	D	D: Not approved / Experimental
PABINAFUSP ALFA	DGIdb|OpenTargets	2	CHEMBL4594565	3	FALSE	FALSE	FALSE	NA	1	TFRC	1	0	8.70063309314759	D	D: Not approved / Experimental
PACTIMIBE	DGIdb|OpenTargets	2	CHEMBL478858	2	FALSE	FALSE	FALSE	NA	1	SOAT2	1	0	17.4012661862952	D	D: Not approved / Experimental
PELABRESIB	DGIdb|OpenTargets	2	CHEMBL4303404	3	FALSE	FALSE	TRUE	NA	1	BRD3	1	0	0.474579986898959	D	D: Not approved / Experimental
PETESICATIB	DGIdb|OpenTargets	2	CHEMBL4297638	2	FALSE	FALSE	FALSE	NA	1	CTSS	1	0	6.96050647451807	D	D: Not approved / Experimental
PHLOROGLUCINOL	DGIdb|OpenTargets	2	CHEMBL473159	3	FALSE	FALSE	FALSE	NA	1	CACNA2D1	0	1	0.0956113526719515	D	D: Not approved / Experimental
POLMACOXIB	ChEMBL|DGIdb	2	CHEMBL166863	3	FALSE	FALSE	FALSE	NA	1	CA2	0	1	1.33855893740732	D	D: Not approved / Experimental
PONEZUMAB	DGIdb|OpenTargets	2	CHEMBL1743058	2	FALSE	FALSE	FALSE	NA	1	APP	1	0	2.3728999344948	D	D: Not approved / Experimental
PYROTINIB	ChEMBL|DGIdb	2	CHEMBL3647420	3	FALSE	FALSE	FALSE	NA	1	EGFR	1	0	0.135947392080431	D	D: Not approved / Experimental
RINDOPEPIMUT	ChEMBL|DGIdb	2	CHEMBL2107863	3	FALSE	FALSE	FALSE	NA	1	EGFR	1	0	1.35947392080431	D	D: Not approved / Experimental
RO-6870810	DGIdb|OpenTargets	2	CHEMBL4297423	1	FALSE	FALSE	TRUE	NA	1	BRD3	1	0	0.593224983623699	D	D: Not approved / Experimental
ROCILETINIB	ChEMBL|DGIdb	2	CHEMBL3545308	3	FALSE	FALSE	FALSE	NA	1	EGFR	1	0	0.407842176241293	D	D: Not approved / Experimental
RUSERONTINIB	ChEMBL|DGIdb	2	CHEMBL3678958	3	FALSE	FALSE	FALSE	NA	1	EGFR	1	0	0.0906315947202874	D	D: Not approved / Experimental
SIMOTINIB	ChEMBL|DGIdb	2	CHEMBL3545235	3	FALSE	FALSE	FALSE	NA	1	EGFR	1	0	0.271894784160862	D	D: Not approved / Experimental
STX-100	DGIdb|OpenTargets	2	CHEMBL2109623	2	FALSE	FALSE	FALSE	NA	1	ITGB6	1	0	6.52547481986069	D	D: Not approved / Experimental
TENATUMOMAB	DGIdb|OpenTargets	2	CHEMBL1743077	2	FALSE	FALSE	TRUE	NA	1	TNC	1	0	6.52547481986069	D	D: Not approved / Experimental
TESEVATINIB	ChEMBL|DGIdb	2	CHEMBL3544983	3	FALSE	FALSE	FALSE	NA	1	EGFR	1	0	0.0906315947202874	D	D: Not approved / Experimental
ULODESINE	DGIdb|OpenTargets	2	CHEMBL269864	2	FALSE	FALSE	FALSE	NA	1	PNP	1	0	17.4012661862952	D	D: Not approved / Experimental
VANUTIDE CRIDIFICAR	DGIdb|OpenTargets	2	CHEMBL2108058	2	FALSE	FALSE	FALSE	NA	1	APP	1	0	0.790966644831599	D	D: Not approved / Experimental
VOLANESORSEN	DGIdb|OpenTargets	2	CHEMBL3544994	3	FALSE	FALSE	FALSE	NA	1	APOC3	0	1	0.932210688551527	D	D: Not approved / Experimental
ZALUTUMUMAB	ChEMBL|DGIdb	2	CHEMBL2107861	3	FALSE	FALSE	FALSE	NA	1	EGFR	1	0	0.815684352482586	D	D: Not approved / Experimental
