drug_name_norm	chembl_id	drug_class	drug_class_label	n_sources	sources	max_phase	is_approved	hnscc_indication	cmap_score	n_de_genes	n_up_genes	n_down_genes	de_genes	primary_target	primary_target_centrality	primary_pi	module_id	module_name	tier	is_network_hub	has_credible_target	s_reversal	s_regulatory	s_breadth	TargetPriority	DrugViability	composite_score	final_score
S-222611	CHEMBL3545200	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	1	FALSE	FALSE	NA	1	1	0	EGFR	EGFR	0.469137969591305	0.771993016985817	2	M2_regulation_of_anatomical_struc	hub_central	TRUE	TRUE	0	0.25	0.5	0.605422740918836	0.2	0.443253644551301	0.443253644551301
SAPITINIB	CHEMBL2408045	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	2	FALSE	FALSE	NA	1	1	0	EGFR	EGFR	0.469137969591305	0.771993016985817	2	M2_regulation_of_anatomical_struc	hub_central	TRUE	TRUE	0	0.25	0.5	0.605422740918836	0.2	0.443253644551301	0.443253644551301
TAK-285	CHEMBL1614725	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	1	FALSE	FALSE	NA	1	1	0	EGFR	EGFR	0.469137969591305	0.771993016985817	2	M2_regulation_of_anatomical_struc	hub_central	TRUE	TRUE	0	0.25	0.5	0.605422740918836	0.2	0.443253644551301	0.443253644551301
TARLOXOTINIB	CHEMBL4297661	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	2	FALSE	TRUE	NA	1	1	0	EGFR	EGFR	0.469137969591305	0.771993016985817	2	M2_regulation_of_anatomical_struc	hub_central	TRUE	TRUE	0	0.25	0.5	0.605422740918836	0.2	0.443253644551301	0.443253644551301
THELIATINIB	CHEMBL5314410	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	1	FALSE	FALSE	NA	1	1	0	EGFR	EGFR	0.469137969591305	0.771993016985817	2	M2_regulation_of_anatomical_struc	hub_central	TRUE	TRUE	0	0.25	0.5	0.605422740918836	0.2	0.443253644551301	0.443253644551301
TOMUZOTUXIMAB	CHEMBL4297842	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	1	FALSE	FALSE	NA	1	1	0	EGFR	EGFR	0.469137969591305	0.771993016985817	2	M2_regulation_of_anatomical_struc	hub_central	TRUE	TRUE	0	0.25	0.5	0.605422740918836	0.2	0.443253644551301	0.443253644551301
TUXOBERTINIB	CHEMBL4650279	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	1	FALSE	FALSE	NA	1	1	0	EGFR	EGFR	0.469137969591305	0.771993016985817	2	M2_regulation_of_anatomical_struc	hub_central	TRUE	TRUE	0	0.25	0.5	0.605422740918836	0.2	0.443253644551301	0.443253644551301
VARLITINIB	CHEMBL2103842	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	2	FALSE	FALSE	NA	1	1	0	EGFR	EGFR	0.469137969591305	0.771993016985817	2	M2_regulation_of_anatomical_struc	hub_central	TRUE	TRUE	0	0.25	0.5	0.605422740918836	0.2	0.443253644551301	0.443253644551301
VALPROIC ACID	CHEMBL2105613	A	A: Approved + HNSCC evidence	4	ChEMBL|DGIdb|L2S2|OpenTargets	4	TRUE	TRUE	-0.324249237754721	2	0	2	ALDH5A1|OGDH	ALDH5A1	0.0359245517921893	0.49875468353149	6	M6_carboxylic_acid_metabolic_proc	peripheral_diff	FALSE	TRUE	0.324249237754721	1	1	0.244198111074875	0.729699695101888	0.43839874468568	0.43839874468568
DIPYRIDAMOLE	CHEMBL932	B	B: Approved other cancer	3	DGIdb|L2S2|OpenTargets	4	TRUE	FALSE	-0.374318172331898	1	1	0	PDE6D	PDE6D	1.3471508469357e-05	0.70304106365517	14	M14_small_molecule_metabolic_proce	peripheral_diff	FALSE	TRUE	0.374318172331898	0.75	0.75	0.316375887974484	0.599727268932759	0.429716440357794	0.429716440357794
ACETAZOLAMIDE	CHEMBL20	B	B: Approved other cancer	4	ChEMBL|DGIdb|L2S2|OpenTargets	4	TRUE	FALSE	-0.456178999184308	3	1	2	CA2|CA3|MMP2	CA2	0.0231916374088751	0.524903981443326	2	M2_regulation_of_anatomical_struc	peripheral_diff	FALSE	TRUE	0.456178999184308	0.75	1	0.248962192224378	0.682471599673723	0.422365955204116	0.422365955204116
TRANYLCYPROMINE	CHEMBL3989843	B	B: Approved other cancer	3	DGIdb|L2S2|OpenTargets	4	TRUE	FALSE	-0.541905322896871	1	0	1	MAOA	MAOA	0.0293504213321794	0.537283229179549	14	M14_small_molecule_metabolic_proce	peripheral_diff	FALSE	TRUE	0.541905322896871	0.75	0.75	0.257920184863496	0.666762129158748	0.421456962581597	0.421456962581597
DOXYCYCLINE	CHEMBL1200699	B	B: Approved other cancer	3	ChEMBL|L2S2|OpenTargets	4	TRUE	FALSE	-0.217866007088071	1	1	0	MMP8	MMP8	0.0123099558887175	0.735821800079586	5	M5_defense_response	peripheral_diff	FALSE	TRUE	0.217866007088071	0.75	0.75	0.337890285774608	0.537146402835228	0.417592732598856	0.417592732598856
THIOGUANINE	CHEMBL727	B	B: Approved other cancer	3	DGIdb|L2S2|OpenTargets	4	TRUE	FALSE	-0.405918615094954	3	1	2	GGH|HBB|IMPDH2	IMPDH2	0.0242542439196626	0.58019881475232	14	M14_small_molecule_metabolic_proce	peripheral_diff	FALSE	TRUE	0.405918615094954	0.75	0.75	0.274429300794359	0.612367446037982	0.409604558891808	0.409604558891808
DIGOXIN	CHEMBL1751	C	C: Approved non-oncology	3	DGIdb|L2S2|OpenTargets	4	TRUE	FALSE	-0.602929231118	2	0	2	ATP1A1|ATP1B1	ATP1A1	0.0166608574760766	0.572208604294387	11	M11_muscle_contraction	peripheral_diff	FALSE	TRUE	0.602929231118	0.5	0.75	0.266657343544316	0.5911716924472	0.39646308310547	0.39646308310547
BORTEZOMIB D-MANNITOL	CHEMBL5315122	B	B: Approved other cancer	2	DGIdb|OpenTargets	4	TRUE	FALSE	NA	14	14	0	PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB1|PSMB10|PSMB2|PSMB3|PSMB4|PSMB8|PSMB9	PSMA2	0.134716847100572	0.69923947214978	4	M4_ubiquitin-dependent_protein_ca	hub_central	TRUE	TRUE	0	0.75	0.5	0.388752028372716	0.4	0.393251217023629	0.393251217023629
IXAZOMIB	CHEMBL2141296	B	B: Approved other cancer	2	DGIdb|OpenTargets	4	TRUE	FALSE	NA	15	15	0	EML4|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB1|PSMB10|PSMB2|PSMB3|PSMB4|PSMB8|PSMB9	PSMA2	0.134716847100572	0.69923947214978	4	M4_ubiquitin-dependent_protein_ca	hub_central	TRUE	TRUE	0	0.75	0.5	0.388752028372716	0.4	0.393251217023629	0.393251217023629
TOPIRAMATE	CHEMBL220492	C	C: Approved non-oncology	4	ChEMBL|DGIdb|L2S2|OpenTargets	4	TRUE	FALSE	-0.467908413089591	1	0	1	CA2	CA2	0.0231916374088751	0.524903981443326	2	M2_regulation_of_anatomical_struc	peripheral_diff	FALSE	TRUE	0.467908413089591	0.5	1	0.248962192224378	0.587163365235836	0.384242661428961	0.384242661428961
ME-344	CHEMBL5314386	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	1	FALSE	FALSE	NA	20	0	20	NDUFA10|NDUFA13|NDUFA2|NDUFA4|NDUFA5|NDUFA8|NDUFA9|NDUFB1|NDUFB10|NDUFB11|NDUFB4|NDUFB7|NDUFB9|NDUFS1|NDUFS2|NDUFS3|NDUFS6|NDUFS7|NDUFV1|NDUFV2	NDUFS2	0.660189113952916	0.30856065856969	8	M8_oxidative_phosphorylation	hub_central	TRUE	TRUE	0	0.25	0.5	0.501956309030465	0.2	0.381173785418279	0.381173785418279
CEDAZURIDINE	CHEMBL3237547	B	B: Approved other cancer	3	ChEMBL|DGIdb|OpenTargets	4	TRUE	FALSE	NA	1	1	0	CDA	CDA	2.01050000542219e-07	0.740746350489473	14	M14_small_molecule_metabolic_proce	peripheral_diff	FALSE	TRUE	0	0.75	0.75	0.333335968297763	0.45	0.380001580978658	0.380001580978658
METHAZOLAMIDE	CHEMBL19	C	C: Approved non-oncology	4	ChEMBL|DGIdb|L2S2|OpenTargets	4	TRUE	FALSE	-0.387643097744721	1	0	1	CA2	CA2	0.0231916374088751	0.524903981443326	2	M2_regulation_of_anatomical_struc	peripheral_diff	FALSE	TRUE	0.387643097744721	0.5	1	0.248962192224378	0.555057239097889	0.371400210973782	0.371400210973782
DISULFIRAM	CHEMBL964	B	B: Approved other cancer	4	ChEMBL|DGIdb|L2S2|OpenTargets	4	TRUE	FALSE	-0.128031816245694	4	1	3	ALDH1A1|ALDH2|ALDH3A2|CBX1	ALDH2	0.0759029210003182	0.454520930263815	14	M14_small_molecule_metabolic_proce	peripheral_diff	FALSE	TRUE	0.128031816245694	0.75	1	0.246281025168892	0.551212726498278	0.368253705700646	0.368253705700646
MT-3724	CHEMBL4297789	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	2	FALSE	FALSE	NA	3	3	0	RPL12|RPS11|RPS8	RPS11	0.290529629278508	0.712173069545655	3	M3_translation	hub_central	TRUE	TRUE	0	0.25	0.5	0.480269177398725	0.2	0.368161506439235	0.368161506439235
ANDECALIXIMAB	CHEMBL3833374	D	D: Not approved / Experimental	3	ChEMBL|DGIdb|OpenTargets	3	FALSE	FALSE	NA	1	1	0	MMP9	MMP9	0.168550145211838	0.751812038602849	5	M5_defense_response	hub_central	TRUE	TRUE	0	0.25	0.75	0.431017997237793	0.25	0.358610798342676	0.358610798342676
MARIMASTAT	CHEMBL279785	D	D: Not approved / Experimental	3	ChEMBL|DGIdb|OpenTargets	3	FALSE	FALSE	NA	3	2	1	DCN|MMP2|MMP9	MMP9	0.168550145211838	0.751812038602849	5	M5_defense_response	hub_central	TRUE	TRUE	0	0.25	0.75	0.431017997237793	0.25	0.358610798342676	0.358610798342676
MITAPIVAT	CHEMBL4299940	C	C: Approved non-oncology	3	ChEMBL|DGIdb|OpenTargets	4	TRUE	FALSE	NA	1	1	0	PKLR	PKLR	0.0905792687736239	0.674283559464797	7	M7_carbohydrate_catabolic_process	peripheral_diff	FALSE	TRUE	0	0.5	0.75	0.353246199584652	0.35	0.351947719750791	0.351947719750791
PARGYLINE	CHEMBL673	C	C: Approved non-oncology	2	L2S2|OpenTargets	4	TRUE	FALSE	-0.452294146314244	1	0	1	MAOA	MAOA	0.0293504213321794	0.537283229179549	14	M14_small_molecule_metabolic_proce	peripheral_diff	FALSE	TRUE	0.452294146314244	0.5	0.5	0.257920184863496	0.480917658525698	0.347119174328377	0.347119174328377
AZD-1236	CHEMBL4297352	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	2	FALSE	FALSE	NA	1	1	0	MMP9	MMP9	0.168550145211838	0.751812038602849	5	M5_defense_response	hub_central	TRUE	TRUE	0	0.25	0.5	0.431017997237793	0.2	0.338610798342676	0.338610798342676
CTS-1027	CHEMBL440498	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	2	FALSE	FALSE	NA	3	3	0	MMP2|MMP8|MMP9	MMP9	0.168550145211838	0.751812038602849	5	M5_defense_response	hub_central	TRUE	TRUE	0	0.25	0.5	0.431017997237793	0.2	0.338610798342676	0.338610798342676
REBIMASTAT	CHEMBL76222	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	3	FALSE	FALSE	NA	3	3	0	MMP2|MMP8|MMP9	MMP9	0.168550145211838	0.751812038602849	5	M5_defense_response	hub_central	TRUE	TRUE	0	0.25	0.5	0.431017997237793	0.2	0.338610798342676	0.338610798342676
EMRICASAN	CHEMBL197672	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	2	FALSE	FALSE	NA	3	3	0	CASP3|CASP6|CASP7	CASP3	0.220494223004062	0.677947548132177	2	M2_regulation_of_anatomical_struc	hub_central	TRUE	TRUE	0	0.25	0.5	0.426348219311714	0.2	0.335808931587029	0.335808931587029
MYCOPHENOLATE MOFETIL	CHEMBL1456	B	B: Approved other cancer	2	DGIdb|OpenTargets	4	TRUE	FALSE	NA	1	0	1	IMPDH2	IMPDH2	0.0242542439196626	0.58019881475232	14	M14_small_molecule_metabolic_proce	peripheral_diff	FALSE	TRUE	0	0.75	0.5	0.274429300794359	0.4	0.324657580476615	0.324657580476615
ABITUZUMAB	CHEMBL2109621	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	2	FALSE	FALSE	NA	1	1	0	ITGB6	ITGB6	0.129908003349124	0.745379271796112	1	M1_multicellular_organism_develop	hub_central	TRUE	TRUE	0	0.25	0.5	0.406870074150269	0.2	0.324122044490161	0.324122044490161
SIGVOTATUG VEDOTIN	CHEMBL5314879	D	D: Not approved / Experimental	2	ChEMBL|OpenTargets	3	FALSE	FALSE	NA	1	1	0	ITGB6	ITGB6	0.129908003349124	0.745379271796112	1	M1_multicellular_organism_develop	hub_central	TRUE	TRUE	0	0.25	0.5	0.406870074150269	0.2	0.324122044490161	0.324122044490161
STX-100	CHEMBL2109623	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	2	FALSE	FALSE	NA	1	1	0	ITGB6	ITGB6	0.129908003349124	0.745379271796112	1	M1_multicellular_organism_develop	hub_central	TRUE	TRUE	0	0.25	0.5	0.406870074150269	0.2	0.324122044490161	0.324122044490161
PHENELZINE	CHEMBL1089	C	C: Approved non-oncology	3	DGIdb|L2S2|OpenTargets	4	TRUE	FALSE	-0.182919749212819	2	0	2	GNA11|MAOA	MAOA	0.0293504213321794	0.537283229179549	14	M14_small_molecule_metabolic_proce	peripheral_diff	FALSE	TRUE	0.182919749212819	0.5	0.75	0.257920184863496	0.423167899685128	0.324019270792148	0.324019270792148
BRINZOLAMIDE	CHEMBL220491	C	C: Approved non-oncology	4	ChEMBL|DGIdb|L2S2|OpenTargets	4	TRUE	FALSE	-0.0746340761298525	1	0	1	CA2	CA2	0.0231916374088751	0.524903981443326	2	M2_regulation_of_anatomical_struc	peripheral_diff	FALSE	TRUE	0.0746340761298525	0.5	1	0.248962192224378	0.429853630451941	0.321318767515403	0.321318767515403
VERDIPERSTAT	CHEMBL4297594	D	D: Not approved / Experimental	3	ChEMBL|DGIdb|OpenTargets	3	FALSE	FALSE	NA	1	1	0	MPO	MPO	0.0886265835563538	0.699472555029836	5	M5_defense_response	hub_central	TRUE	TRUE	0	0.25	0.75	0.363507270719421	0.25	0.318104362431652	0.318104362431652
DORZOLAMIDE	CHEMBL218490	C	C: Approved non-oncology	3	DGIdb|L2S2|OpenTargets	4	TRUE	FALSE	-0.178582288323073	1	0	1	CA2	CA2	0.0231916374088751	0.524903981443326	2	M2_regulation_of_anatomical_struc	peripheral_diff	FALSE	TRUE	0.178582288323073	0.5	0.75	0.248962192224378	0.421432915329229	0.317950481466319	0.317950481466319
DIGITOXIN	CHEMBL254219	C	C: Approved non-oncology	3	DGIdb|L2S2|OpenTargets	4	TRUE	FALSE	-0.105419655181981	2	0	2	ATP1A1|ATP1B1	ATP1A1	0.0166608574760766	0.572208604294387	11	M11_muscle_contraction	peripheral_diff	FALSE	TRUE	0.105419655181981	0.5	0.75	0.266657343544316	0.392167862072792	0.316861550955707	0.316861550955707
MARIZOMIB	CHEMBL371405	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	3	FALSE	FALSE	NA	14	14	0	PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB1|PSMB10|PSMB2|PSMB3|PSMB4|PSMB8|PSMB9	PSMA2	0.134716847100572	0.69923947214978	4	M4_ubiquitin-dependent_protein_ca	hub_central	TRUE	TRUE	0	0.25	0.5	0.388752028372716	0.2	0.313251217023629	0.313251217023629
OPROZOMIB	CHEMBL2103884	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	2	FALSE	FALSE	NA	14	14	0	PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB1|PSMB10|PSMB2|PSMB3|PSMB4|PSMB8|PSMB9	PSMA2	0.134716847100572	0.69923947214978	4	M4_ubiquitin-dependent_protein_ca	hub_central	TRUE	TRUE	0	0.25	0.5	0.388752028372716	0.2	0.313251217023629	0.313251217023629
FORODESINE	CHEMBL218291	D	D: Not approved / Experimental	3	DGIdb|OpenTargets	2	FALSE	FALSE	NA	1	1	0	PNP	PNP	0.0278926608200441	0.735881628434148	14	M14_small_molecule_metabolic_proce	peripheral_diff	FALSE	TRUE	0	0.25	0.75	0.346487696246391	0.25	0.307892617747834	0.307892617747834
ISOCARBOXAZID	CHEMBL1201168	C	C: Approved non-oncology	3	DGIdb|L2S2|OpenTargets	4	TRUE	FALSE	-0.0195222499593687	1	0	1	MAOA	MAOA	0.0293504213321794	0.537283229179549	14	M14_small_molecule_metabolic_proce	peripheral_diff	FALSE	TRUE	0.0195222499593687	0.5	0.75	0.257920184863496	0.357808899983748	0.297875670911596	0.297875670911596
PERHEXILINE	CHEMBL75880	C	C: Approved non-oncology	3	DGIdb|OpenTargets	4	TRUE	FALSE	NA	1	0	1	CPT2	CPT2	0.0316710382659171	0.542924060629206	6	M6_carboxylic_acid_metabolic_proc	peripheral_diff	FALSE	TRUE	0	0.5	0.75	0.261734898329397	0.35	0.297040938997638	0.297040938997638
MINAPRINE	CHEMBL278819	C	C: Approved non-oncology	3	ChEMBL|DGIdb|OpenTargets	4	TRUE	FALSE	NA	1	0	1	MAOA	MAOA	0.0293504213321794	0.537283229179549	14	M14_small_molecule_metabolic_proce	peripheral_diff	FALSE	TRUE	0	0.5	0.75	0.257920184863496	0.35	0.294752110918097	0.294752110918097
MOCLOBEMIDE	CHEMBL86304	C	C: Approved non-oncology	3	ChEMBL|DGIdb|OpenTargets	4	TRUE	FALSE	NA	1	0	1	MAOA	MAOA	0.0293504213321794	0.537283229179549	14	M14_small_molecule_metabolic_proce	peripheral_diff	FALSE	TRUE	0	0.5	0.75	0.257920184863496	0.35	0.294752110918097	0.294752110918097
PROXIBARBAL	CHEMBL2105233	C	C: Approved non-oncology	3	ChEMBL|DGIdb|OpenTargets	4	TRUE	FALSE	NA	1	0	1	MAOA	MAOA	0.0293504213321794	0.537283229179549	14	M14_small_molecule_metabolic_proce	peripheral_diff	FALSE	TRUE	0	0.5	0.75	0.257920184863496	0.35	0.294752110918097	0.294752110918097
TOLOXATONE	CHEMBL18116	C	C: Approved non-oncology	3	ChEMBL|DGIdb|OpenTargets	4	TRUE	FALSE	NA	1	0	1	MAOA	MAOA	0.0293504213321794	0.537283229179549	14	M14_small_molecule_metabolic_proce	peripheral_diff	FALSE	TRUE	0	0.5	0.75	0.257920184863496	0.35	0.294752110918097	0.294752110918097
IPTACOPAN	CHEMBL4594448	C	C: Approved non-oncology	3	ChEMBL|DGIdb|OpenTargets	4	TRUE	FALSE	NA	1	0	1	CFB	CFB	0.0125981443807609	0.552829049238187	5	M5_defense_response	peripheral_diff	FALSE	TRUE	0	0.5	0.75	0.255702051566603	0.35	0.293421230939962	0.293421230939962
ETAVOPIVAT	CHEMBL4650332	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	3	FALSE	FALSE	NA	1	1	0	PKLR	PKLR	0.0905792687736239	0.674283559464797	7	M7_carbohydrate_catabolic_process	peripheral_diff	FALSE	TRUE	0	0.25	0.5	0.353246199584652	0.2	0.291947719750791	0.291947719750791
DICHLORPHENAMIDE	CHEMBL17	C	C: Approved non-oncology	3	ChEMBL|DGIdb|OpenTargets	4	TRUE	FALSE	NA	1	0	1	CA2	CA2	0.0231916374088751	0.524903981443326	2	M2_regulation_of_anatomical_struc	peripheral_diff	FALSE	TRUE	0	0.5	0.75	0.248962192224378	0.35	0.289377315334627	0.289377315334627
POLMACOXIB	CHEMBL166863	C	C: Approved non-oncology	3	ChEMBL|DGIdb|OpenTargets	4	TRUE	FALSE	NA	1	0	1	CA2	CA2	0.0231916374088751	0.524903981443326	2	M2_regulation_of_anatomical_struc	peripheral_diff	FALSE	TRUE	0	0.5	0.75	0.248962192224378	0.35	0.289377315334627	0.289377315334627
BELORANIB	CHEMBL4297504	D	D: Not approved / Experimental	3	ChEMBL|DGIdb|OpenTargets	3	FALSE	FALSE	NA	1	1	0	METAP2	METAP2	0.000798914624099407	0.700380000544345	3	M3_translation	peripheral_diff	FALSE	TRUE	0	0.25	0.75	0.31561040328821	0.25	0.289366241972926	0.289366241972926
PLITIDEPSIN	CHEMBL451930	B	B: Approved other cancer	3	ChEMBL|DGIdb|OpenTargets	4	TRUE	FALSE	NA	1	0	1	EEF1A2	EEF1A2	2.41263736689112e-05	0.400781523018789	3	M3_translation	peripheral_diff	FALSE	TRUE	0	0.75	0.75	0.180364954863973	0.45	0.288218972918384	0.288218972918384
ULODESINE	CHEMBL269864	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	2	FALSE	FALSE	NA	1	1	0	PNP	PNP	0.0278926608200441	0.735881628434148	14	M14_small_molecule_metabolic_proce	peripheral_diff	FALSE	TRUE	0	0.25	0.5	0.346487696246391	0.2	0.287892617747835	0.287892617747835
PETESICATIB	CHEMBL4297638	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	2	FALSE	FALSE	NA	1	1	0	CTSS	CTSS	0.0205465011513779	0.742789804075737	5	M5_defense_response	peripheral_diff	FALSE	TRUE	0	0.25	0.5	0.34555598746734	0.2	0.287333592480404	0.287333592480404
MIZORIBINE	CHEMBL245019	C	C: Approved non-oncology	2	DGIdb|OpenTargets	4	TRUE	FALSE	NA	1	0	1	IMPDH2	IMPDH2	0.0242542439196626	0.58019881475232	14	M14_small_molecule_metabolic_proce	peripheral_diff	FALSE	TRUE	0	0.5	0.5	0.274429300794359	0.3	0.284657580476615	0.284657580476615
MYCOPHENOLATE	CHEMBL2106643	C	C: Approved non-oncology	2	DGIdb|OpenTargets	4	TRUE	FALSE	NA	1	0	1	IMPDH2	IMPDH2	0.0242542439196626	0.58019881475232	14	M14_small_molecule_metabolic_proce	peripheral_diff	FALSE	TRUE	0	0.5	0.5	0.274429300794359	0.3	0.284657580476615	0.284657580476615
VOLANESORSEN	CHEMBL3544994	C	C: Approved non-oncology	2	DGIdb|OpenTargets	4	TRUE	FALSE	NA	1	0	1	APOC3	APOC3	0.066286913762312	0.51535108909136	5	M5_defense_response	peripheral_diff	FALSE	TRUE	0	0.5	0.5	0.268365792660384	0.3	0.28101947559623	0.28101947559623
TOSEDOSTAT	CHEMBL2103847	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	2	FALSE	FALSE	NA	3	3	0	LAP3|METAP2|XPNPEP3	LAP3	0.0424203707095906	0.690100123197821	7	M7_carbohydrate_catabolic_process	peripheral_diff	FALSE	TRUE	0	0.25	0.5	0.333876259329294	0.2	0.280325755597577	0.280325755597577
BORTEZOMIB	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-1	17	16	1	CTSL|F2|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB1|PSMB10|PSMB2|PSMB3|PSMB4|PSMB8|PSMB9|PSMD10	NA	0	0	NA	NA	off_network	FALSE	FALSE	1	0.5	0.5	0	0.7	0.28	0.28
LANATOSIDE C	CHEMBL506569	C	C: Approved non-oncology	2	DGIdb|OpenTargets	4	TRUE	FALSE	NA	2	0	2	ATP1A1|ATP1B1	ATP1A1	0.0166608574760766	0.572208604294387	11	M11_muscle_contraction	peripheral_diff	FALSE	TRUE	0	0.5	0.5	0.266657343544316	0.3	0.27999440612659	0.27999440612659
CRIZOTINIB	CHEMBL601719	B	B: Approved other cancer	3	DGIdb|L2S2|OpenTargets	4	TRUE	FALSE	-0.615592984796211	2	2	0	EGFR|EML4	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.615592984796211	0.75	0.75	0	0.696237193918484	0.278494877567394	0.278494877567394
APX-3330	CHEMBL578390	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	2	FALSE	FALSE	NA	1	1	0	APEX1	APEX1	0.00792470895560534	0.721843118682668	7	M7_carbohydrate_catabolic_process	peripheral_diff	FALSE	TRUE	0	0.25	0.5	0.329187993332783	0.2	0.27751279599967	0.27751279599967
IPRONIAZID	CHEMBL92401	C	C: Approved non-oncology	2	DGIdb|OpenTargets	4	TRUE	FALSE	NA	1	0	1	MAOA	MAOA	0.0293504213321794	0.537283229179549	14	M14_small_molecule_metabolic_proce	peripheral_diff	FALSE	TRUE	0	0.5	0.5	0.257920184863496	0.3	0.274752110918097	0.274752110918097
MEBANAZINE	CHEMBL1909283	C	C: Approved non-oncology	2	DGIdb|OpenTargets	4	TRUE	FALSE	NA	1	0	1	MAOA	MAOA	0.0293504213321794	0.537283229179549	14	M14_small_molecule_metabolic_proce	peripheral_diff	FALSE	TRUE	0	0.5	0.5	0.257920184863496	0.3	0.274752110918097	0.274752110918097
NIALAMIDE	CHEMBL1256841	C	C: Approved non-oncology	2	DGIdb|OpenTargets	4	TRUE	FALSE	NA	1	0	1	MAOA	MAOA	0.0293504213321794	0.537283229179549	14	M14_small_molecule_metabolic_proce	peripheral_diff	FALSE	TRUE	0	0.5	0.5	0.257920184863496	0.3	0.274752110918097	0.274752110918097
PHENOXYPROPAZINE	CHEMBL1909286	C	C: Approved non-oncology	2	DGIdb|OpenTargets	4	TRUE	FALSE	NA	1	0	1	MAOA	MAOA	0.0293504213321794	0.537283229179549	14	M14_small_molecule_metabolic_proce	peripheral_diff	FALSE	TRUE	0	0.5	0.5	0.257920184863496	0.3	0.274752110918097	0.274752110918097
ETHOXZOLAMIDE	CHEMBL18	C	C: Approved non-oncology	2	DGIdb|OpenTargets	4	TRUE	FALSE	NA	2	0	2	CA2|CA3	CA2	0.0231916374088751	0.524903981443326	2	M2_regulation_of_anatomical_struc	peripheral_diff	FALSE	TRUE	0	0.5	0.5	0.248962192224378	0.3	0.269377315334627	0.269377315334627
SULTHIAME	CHEMBL328560	C	C: Approved non-oncology	2	DGIdb|OpenTargets	4	TRUE	FALSE	NA	2	0	2	CA2|CA3	CA2	0.0231916374088751	0.524903981443326	2	M2_regulation_of_anatomical_struc	peripheral_diff	FALSE	TRUE	0	0.5	0.5	0.248962192224378	0.3	0.269377315334627	0.269377315334627
ACLIMOSTAT	CHEMBL4297651	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	2	FALSE	FALSE	NA	1	1	0	METAP2	METAP2	0.000798914624099407	0.700380000544345	3	M3_translation	peripheral_diff	FALSE	TRUE	0	0.25	0.5	0.31561040328821	0.2	0.269366241972926	0.269366241972926
DROTRECOGIN ALFA (ACTIVATED)	CHEMBL2109065	C	C: Approved non-oncology	3	ChEMBL|DGIdb|OpenTargets	4	TRUE	FALSE	NA	1	0	1	F5	F5	3.05116524814001e-05	0.430570850605599	5	M5_defense_response	peripheral_diff	FALSE	TRUE	0	0.5	0.75	0.193773664181384	0.35	0.256264198508831	0.256264198508831
ISTAROXIME	CHEMBL2093999	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	2	FALSE	FALSE	NA	3	0	3	ATP1A1|ATP1B1|ATP2A2	ATP2A2	0.0862904688532344	0.533778283333197	11	M11_muscle_contraction	hub_central	TRUE	TRUE	0	0.25	0.5	0.287659985369217	0.2	0.25259599122153	0.25259599122153
MIPSAGARGIN	CHEMBL3989865	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	2	FALSE	FALSE	NA	3	0	3	ATP2A1|ATP2A2|ATP2A3	ATP2A2	0.0862904688532344	0.533778283333197	11	M11_muscle_contraction	hub_central	TRUE	TRUE	0	0.25	0.5	0.287659985369217	0.2	0.25259599122153	0.25259599122153
