drug_name_norm	chembl_id	drug_class	drug_class_label	n_sources	sources	max_phase	is_approved	hnscc_indication	cmap_score	n_de_genes	n_up_genes	n_down_genes	de_genes	primary_target	primary_target_centrality	primary_pi	module_id	module_name	tier	is_network_hub	has_credible_target	s_reversal	s_regulatory	s_breadth	TargetPriority	DrugViability	composite_score	final_score
CITALOPRAM	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.330897877992635	2	1	1	REEP5|SERPINE1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.330897877992635	0.5	0.5	0	0.432359151197054	0.172943660478822	0.172943660478822
BUMETANIDE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.330815611040449	1	0	1	ADD1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.330815611040449	0.5	0.5	0	0.43232624441618	0.172930497766472	0.172930497766472
BEPRIDIL	CHEMBL1008	C	C: Approved non-oncology	3	DGIdb|L2S2|OpenTargets	4	TRUE	FALSE	-0.201890276713837	2	0	2	ATP1A1|CACNA2D1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.201890276713837	0.5	0.75	0	0.430756110685535	0.172302444274214	0.172302444274214
ZIDOVUDINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.323147102480056	2	2	0	NME1|NME2	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.323147102480056	0.5	0.5	0	0.429258840992022	0.171703536396809	0.171703536396809
QUINAPRIL	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.321059854531867	1	0	1	AGT	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.321059854531867	0.5	0.5	0	0.428423941812747	0.171369576725099	0.171369576725099
CLOFARABINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.319621568672663	1	0	1	NIPSNAP2	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.319621568672663	0.5	0.5	0	0.427848627469065	0.171139450987626	0.171139450987626
PHENYLBUTAZONE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.318842565660583	1	0	1	CPT2	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.318842565660583	0.5	0.5	0	0.427537026264233	0.171014810505693	0.171014810505693
SPIRONOLACTONE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.317922916956849	1	0	1	ADD1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.317922916956849	0.5	0.5	0	0.42716916678274	0.170867666713096	0.170867666713096
CYTARABINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.31792236302794	1	1	0	CDA	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.31792236302794	0.5	0.5	0	0.427168945211176	0.17086757808447	0.17086757808447
PREDNISONE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.315722897800181	1	0	1	VWF	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.315722897800181	0.5	0.5	0	0.426289159120072	0.170515663648029	0.170515663648029
CAPECITABINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.310887423800137	1	1	0	SIRPA	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.310887423800137	0.5	0.5	0	0.424354969520055	0.169741987808022	0.169741987808022
PRAMIPEXOLE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.309884052352755	1	0	1	ALDH1A1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.309884052352755	0.5	0.5	0	0.423953620941102	0.169581448376441	0.169581448376441
FENOLDOPAM	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.309169366457822	2	1	1	ALDH2|CBX1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.309169366457822	0.5	0.5	0	0.423667746583129	0.169467098633252	0.169467098633252
DOPAMINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.30817633310309	4	2	2	ALDH1A1|ALDH2|APEX1|CBX1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.30817633310309	0.5	0.5	0	0.423270533241236	0.169308213296494	0.169308213296494
RABEPRAZOLE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.30417766700326	2	1	1	ALDH1A1|CBX1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.30417766700326	0.5	0.5	0	0.421671066801304	0.168668426720522	0.168668426720522
MESTRANOL	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.303410962263439	1	0	1	AGT	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.303410962263439	0.5	0.5	0	0.421364384905376	0.16854575396215	0.16854575396215
CYCLOBENZAPRINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.302735693851934	1	1	0	APEX1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.302735693851934	0.5	0.5	0	0.421094277540774	0.168437711016309	0.168437711016309
IDARUBICIN	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.301940512591592	2	2	0	APEX1|CBX1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.301940512591592	0.5	0.5	0	0.420776205036637	0.168310482014655	0.168310482014655
BROMOCRIPTINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.301269921298038	3	0	3	A2M|ALDH1A1|ALDH2	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.301269921298038	0.5	0.5	0	0.420507968519215	0.168203187407686	0.168203187407686
ROTIGOTINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.300576104514679	2	0	2	ALDH1A1|ALDH2	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.300576104514679	0.5	0.5	0	0.420230441805872	0.168092176722349	0.168092176722349
SUMATRIPTAN	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.300387858437767	2	0	2	A2M|SERPINA3	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.300387858437767	0.5	0.5	0	0.420155143375107	0.168062057350043	0.168062057350043
RIBAVIRIN	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.299804591185349	5	2	3	ALDH1A1|EGFR|HLA-A|KRT18|VWF	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.299804591185349	0.5	0.5	0	0.41992183647414	0.167968734589656	0.167968734589656
TOFACITINIB	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.297622275703815	1	1	0	CTSS	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.297622275703815	0.5	0.5	0	0.419048910281526	0.16761956411261	0.16761956411261
CISPLATIN	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.286557921627171	10	8	2	ACTL6A|ALDH1A1|APEX1|ASS1|CASP3|CBX1|DNMT1|EGFR|HSPA8|OSGEP	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.286557921627171	0.5	0.5	0	0.414623168650868	0.165849267460347	0.165849267460347
RIMEXOLONE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.285321147614551	1	0	1	SERPINA6	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.285321147614551	0.5	0.5	0	0.41412845904582	0.165651383618328	0.165651383618328
TAMOXIFEN	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.282174481366233	3	1	2	CBX1|F2|F5	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.282174481366233	0.5	0.5	0	0.412869792546493	0.165147917018597	0.165147917018597
THEOPHYLLINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.281280834576515	1	1	0	MPO	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.281280834576515	0.5	0.5	0	0.412512333830606	0.165004933532242	0.165004933532242
FUROSEMIDE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.281193460611931	2	0	2	ADD1|APOA1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.281193460611931	0.5	0.5	0	0.412477384244772	0.164990953697909	0.164990953697909
TERBINAFINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.279841300716057	1	1	0	HLA-A	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.279841300716057	0.5	0.5	0	0.411936520286423	0.164774608114569	0.164774608114569
TICLOPIDINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.272329981561704	1	1	0	HLA-A	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.272329981561704	0.5	0.5	0	0.408931992624682	0.163572797049873	0.163572797049873
NIFEDIPINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.265200421080695	4	2	2	ALDH1A1|CACNA2D1|CBX1|MMP9	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.265200421080695	0.5	0.5	0	0.406080168432278	0.162432067372911	0.162432067372911
COPANLISIB	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.260209531997479	2	0	2	ETFB|F5	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.260209531997479	0.5	0.5	0	0.404083812798992	0.161633525119597	0.161633525119597
MASOPROCOL	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.258990063419962	2	1	1	ALDH1A1|CBX1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.258990063419962	0.5	0.5	0	0.403596025367985	0.161438410147194	0.161438410147194
METOPROLOL	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.256706715462335	1	0	1	SLC4A1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.256706715462335	0.5	0.5	0	0.402682686184934	0.161073074473974	0.161073074473974
VALDECOXIB	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.255684026810425	1	0	1	CPT2	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.255684026810425	0.5	0.5	0	0.40227361072417	0.160909444289668	0.160909444289668
OXYBENZONE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.255503649975431	1	0	1	ALDH1A1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.255503649975431	0.5	0.5	0	0.402201459990172	0.160880583996069	0.160880583996069
PROCHLORPERAZINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.25363756499396	3	1	2	ALDH1A1|ALDH2|CBX1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.25363756499396	0.5	0.5	0	0.401455025997584	0.160582010399034	0.160582010399034
SULFASALAZINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.253156368364702	1	1	0	MTR	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.253156368364702	0.5	0.5	0	0.401262547345881	0.160505018938352	0.160505018938352
PHENYLEPHRINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.250309747714081	1	0	1	VWF	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.250309747714081	0.5	0.5	0	0.400123899085632	0.160049559634253	0.160049559634253
ALECTINIB	CHEMBL1738797	B	B: Approved other cancer	2	DGIdb|OpenTargets	4	TRUE	FALSE	NA	1	1	0	EML4	NA	0	0	NA	NA	off_network	FALSE	FALSE	0	0.75	0.5	0	0.4	0.16	0.16
CERITINIB	CHEMBL2403108	B	B: Approved other cancer	2	DGIdb|OpenTargets	4	TRUE	FALSE	NA	1	1	0	EML4	NA	0	0	NA	NA	off_network	FALSE	FALSE	0	0.75	0.5	0	0.4	0.16	0.16
EFAPROXIRAL	CHEMBL18901	B	B: Approved other cancer	2	DGIdb|OpenTargets	4	TRUE	FALSE	NA	2	0	2	HBA1|HBB	NA	0	0	NA	NA	off_network	FALSE	FALSE	0	0.75	0.5	0	0.4	0.16	0.16
GLEMBATUMUMAB VEDOTIN	CHEMBL1743028	B	B: Approved other cancer	2	DGIdb|OpenTargets	4	TRUE	FALSE	NA	1	1	0	GPNMB	NA	0	0	NA	NA	off_network	FALSE	FALSE	0	0.75	0.5	0	0.4	0.16	0.16
LORLATINIB	CHEMBL3286830	B	B: Approved other cancer	2	DGIdb|OpenTargets	4	TRUE	FALSE	NA	2	2	0	EML4|ENO1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0	0.75	0.5	0	0.4	0.16	0.16
PELABRESIB	CHEMBL4303404	B	B: Approved other cancer	2	DGIdb|OpenTargets	4	TRUE	FALSE	NA	1	1	0	BRD3	NA	0	0	NA	NA	off_network	FALSE	FALSE	0	0.75	0.5	0	0.4	0.16	0.16
CLIOQUINOL	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.247931877405571	2	1	1	ALDH1A1|APP	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.247931877405571	0.5	0.5	0	0.399172750962228	0.159669100384891	0.159669100384891
HYDROXYCHLOROQUINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.245187314003289	2	2	0	APP|MTR	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.245187314003289	0.5	0.5	0	0.398074925601316	0.159229970240526	0.159229970240526
KETOPROFEN	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.243208186463289	1	0	1	CPT2	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.243208186463289	0.5	0.5	0	0.397283274585316	0.158913309834126	0.158913309834126
TICAGRELOR	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.242060120069123	1	1	0	APEX1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.242060120069123	0.5	0.5	0	0.396824048027649	0.15872961921106	0.15872961921106
CELECOXIB	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.240965707513525	7	2	5	ATP2A1|ATP2A2|ATP2A3|CACNA2D1|CASP3|CPT2|MMP9	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.240965707513525	0.5	0.5	0	0.39638628300541	0.158554513202164	0.158554513202164
CLOFAZIMINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.240215131423877	1	1	0	CBX1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.240215131423877	0.5	0.5	0	0.396086052569551	0.15843442102782	0.15843442102782
LORATADINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.236952198278422	1	1	0	MPO	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.236952198278422	0.5	0.5	0	0.394780879311369	0.157912351724548	0.157912351724548
ASENAPINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.236097058702937	1	0	1	A2M	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.236097058702937	0.5	0.5	0	0.394438823481175	0.15777552939247	0.15777552939247
CLOMIPRAMINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.23588757168547	2	1	1	EPHX1|HLA-A	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.23588757168547	0.5	0.5	0	0.394355028674188	0.157742011469675	0.157742011469675
TESTOSTERONE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.235030252980203	3	1	2	AMH|APOA1|CAV1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.235030252980203	0.5	0.5	0	0.394012101192081	0.157604840476832	0.157604840476832
BUSPIRONE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.234618157910961	1	0	1	ALDH1A1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.234618157910961	0.5	0.5	0	0.393847263164384	0.157538905265754	0.157538905265754
KETOCONAZOLE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.232984454743442	1	1	0	CBX1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.232984454743442	0.5	0.5	0	0.393193781897377	0.157277512758951	0.157277512758951
ROPINIROLE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.2314233246454	1	0	1	ALDH1A1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.2314233246454	0.5	0.5	0	0.39256932985816	0.157027731943264	0.157027731943264
ILOPROST	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.229332154622711	1	0	1	APOC3	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.229332154622711	0.5	0.5	0	0.391732861849084	0.156693144739634	0.156693144739634
ARTESUNATE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.226807624996638	1	0	1	ATP2A1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.226807624996638	0.5	0.5	0	0.390723049998655	0.156289219999462	0.156289219999462
RAMELTEON	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.221840294722728	1	0	1	ANK2	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.221840294722728	0.5	0.5	0	0.388736117889091	0.155494447155637	0.155494447155637
RAMIPRIL	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.220637333506985	1	1	0	MMP2	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.220637333506985	0.5	0.5	0	0.388254933402794	0.155301973361118	0.155301973361118
CICLESONIDE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.219496548907177	1	0	1	SERPINA6	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.219496548907177	0.5	0.5	0	0.387798619562871	0.155119447825148	0.155119447825148
CLOTRIMAZOLE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.212590907449739	1	1	0	CBX1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.212590907449739	0.5	0.5	0	0.385036362979896	0.154014545191958	0.154014545191958
MELOXICAM	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.206350488007454	1	0	1	CPT2	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.206350488007454	0.5	0.5	0	0.382540195202982	0.153016078081193	0.153016078081193
LIDOCAINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.198968453752359	2	2	0	EGFR|MPO	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.198968453752359	0.5	0.5	0	0.379587381500944	0.151834952600377	0.151834952600377
INDAPAMIDE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.196274891663407	1	1	0	APEX1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.196274891663407	0.5	0.5	0	0.378509956665363	0.151403982666145	0.151403982666145
OXAPROZIN	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.193924180006787	1	0	1	CPT2	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.193924180006787	0.5	0.5	0	0.377569672002715	0.151027868801086	0.151027868801086
APREMILAST	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.193543771430761	1	1	0	COL12A1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.193543771430761	0.5	0.5	0	0.377417508572304	0.150967003428922	0.150967003428922
METRONIDAZOLE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.192962292375106	1	0	1	ALDH1A1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.192962292375106	0.5	0.5	0	0.377184916950042	0.150873966780017	0.150873966780017
PANOBINOSTAT	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.191113282819034	2	1	1	ACTL6A|SIRT5	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.191113282819034	0.5	0.5	0	0.376445313127614	0.150578125251045	0.150578125251045
CARISOPRODOL	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.190781426111052	1	1	0	CBX1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.190781426111052	0.5	0.5	0	0.376312570444421	0.150525028177768	0.150525028177768
PHENOXYBENZAMINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.190035017162617	2	1	1	ALDH1A1|CBX1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.190035017162617	0.5	0.5	0	0.376014006865047	0.150405602746019	0.150405602746019
NICARDIPINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.189722200406803	1	1	0	CBX1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.189722200406803	0.5	0.5	0	0.375888880162721	0.150355552065089	0.150355552065089
HEXACHLOROPHENE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.188525880082086	2	2	0	HSPA8|SUMO1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.188525880082086	0.5	0.5	0	0.375410352032834	0.150164140813134	0.150164140813134
VINCRISTINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.188106885321734	3	2	1	CAPG|MTR|VWF	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.188106885321734	0.5	0.5	0	0.375242754128694	0.150097101651477	0.150097101651477
PAMIDRONATE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.188088116398079	1	1	0	MMP2	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.188088116398079	0.5	0.5	0	0.375235246559232	0.150094098623693	0.150094098623693
PROPYLTHIOURACIL	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.185181290427451	1	1	0	MPO	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.185181290427451	0.5	0.5	0	0.37407251617098	0.149629006468392	0.149629006468392
MAFENIDE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.18237405935403	1	0	1	CA2	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.18237405935403	0.5	0.5	0	0.372949623741612	0.149179849496645	0.149179849496645
ETODOLAC	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.180593413972979	1	0	1	CPT2	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.180593413972979	0.5	0.5	0	0.372237365589192	0.148894946235677	0.148894946235677
EPINEPHRINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.176436296079456	1	1	0	APEX1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.176436296079456	0.5	0.5	0	0.370574518431782	0.148229807372713	0.148229807372713
CAPSAICIN	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.176435491342051	1	0	1	ALDH1A1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.176435491342051	0.5	0.5	0	0.37057419653682	0.148229678614728	0.148229678614728
PROMAZINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.17437527703649	1	0	1	ALDH1A1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.17437527703649	0.5	0.5	0	0.369750110814596	0.147900044325838	0.147900044325838
EDARAVONE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.174172241812976	1	0	1	ALDH1A1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.174172241812976	0.5	0.5	0	0.36966889672519	0.147867558690076	0.147867558690076
ZONISAMIDE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.173318073762064	1	1	0	HLA-A	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.173318073762064	0.5	0.5	0	0.369327229504826	0.14773089180193	0.14773089180193
ALITRETINOIN	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.16843957339949	2	1	1	CD34|SERPINE1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.16843957339949	0.5	0.5	0	0.367375829359796	0.146950331743918	0.146950331743918
CAPTOPRIL	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.168397493245256	1	1	0	SERPINE1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.168397493245256	0.5	0.5	0	0.367358997298102	0.146943598919241	0.146943598919241
EPLERENONE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.166355397030086	1	0	1	ATP1A1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.166355397030086	0.5	0.5	0	0.366542158812034	0.146616863524814	0.146616863524814
EFLORNITHINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.165863675112336	1	1	0	NR5A1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.165863675112336	0.5	0.5	0	0.366345470044934	0.146538188017974	0.146538188017974
PRIMAQUINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.164594299988077	1	0	1	CYB5R1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.164594299988077	0.5	0.5	0	0.365837719995231	0.146335087998092	0.146335087998092
TELMISARTAN	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.163803768080398	1	0	1	ACADM	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.163803768080398	0.5	0.5	0	0.365521507232159	0.146208602892864	0.146208602892864
CEFDINIR	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.163186175605443	1	1	0	SUMO1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.163186175605443	0.5	0.5	0	0.365274470242177	0.146109788096871	0.146109788096871
MERCAPTOPURINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.157493121385327	2	0	2	ALDH1A1|HBB	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.157493121385327	0.5	0.5	0	0.362997248554131	0.145198899421652	0.145198899421652
TOLMETIN	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.154132196529955	1	1	0	MPO	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.154132196529955	0.5	0.5	0	0.361652878611982	0.144661151444793	0.144661151444793
IFOSFAMIDE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.14690577987089	2	1	1	ALDH1A1|DNMT1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.14690577987089	0.5	0.5	0	0.358762311948356	0.143504924779342	0.143504924779342
LOXAPINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.142894522675349	2	0	2	ALDH1A1|ALDH2	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.142894522675349	0.5	0.5	0	0.35715780907014	0.142863123628056	0.142863123628056
