ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0046540	U4/U6 x U5 tri-snRNP complex	12/662	20/3240	0.6	2.93655589123867	4.40159530643471	0.000119695890566047	0.00172761068716995	0.00148674895650459	LSM2/LSM4/LSM6/LSM7/PPIH/SNRNP200/SNRPA/SNRPD1/SNRPD2/SNRPD3/SNRPE/SNRPF	12
GO:0097526	spliceosomal tri-snRNP complex	12/662	20/3240	0.6	2.93655589123867	4.40159530643471	0.000119695890566047	0.00172761068716995	0.00148674895650459	LSM2/LSM4/LSM6/LSM7/PPIH/SNRNP200/SNRPA/SNRPD1/SNRPD2/SNRPD3/SNRPE/SNRPF	12
GO:0070069	cytochrome complex	10/662	15/3240	0.666666666666667	3.26283987915408	4.4506926683807	0.000131352269007557	0.00183469459613782	0.00157890333543889	COX4I1/COX5A/COX5B/CYC1/NDUFA4/UQCR10/UQCRB/UQCRC1/UQCRC2/UQCRH	10
GO:0031967	organelle envelope	107/662	385/3240	0.277922077922078	1.36022285871228	3.81497405839329	0.000138208126829478	0.00187012871616137	0.00160939726636957	ACADM/ACADVL/ACSL1/APOO/APP/ASS1/ATP2A3/ATP5F1A/ATP5F1B/ATP5F1C/ATP5F1D/ATP5MK/ATP5ME/ATP5MF/ATP5MG/ATP5PB/ATP5PD/ATP5PO/BDH1/BICD2/BIN1/CBX3/CKMT2/CLU/COQ9/COX4I1/COX5A/COX5B/COX6C/CPOX/CPT2/CRAT/CYB5A/CYB5B/CYC1/EGFR/ENO1/ETFDH/FAM162A/FKBP10/FUNDC2/GATM/HADHB/HSD17B8/HSPD1/HTRA2/LMNB1/MAOA/MGST1/MGST3/MRPL17/MRPL38/NDUFA10/NDUFA13/NDUFA2/NDUFA4/NDUFA5/NDUFA8/NDUFA9/NDUFB1/NDUFB10/NDUFB11/NDUFB4/NDUFB7/NDUFB9/NDUFS1/NDUFS2/NDUFS3/NDUFS6/NDUFS7/NDUFV1/NDUFV2/NIPSNAP2/NNT/OGDH/PCYT1A/PGRMC2/PHB2/PLRG1/RAE1/RANBP3/REXO2/RNASET2/RTN4/SDHA/SDHB/SDHC/SIRT5/SLC25A11/SLC25A12/SLC25A3/SLC25A4/SLC44A2/SRSF1/SUMO1/TMEM109/TPR/TRA2B/UQCR10/UQCRB/UQCRC1/UQCRC2/UQCRH/VDAC1/VDAC2/VDAC3/VPS13C	107
GO:0005796	Golgi lumen	16/662	32/3240	0.5	2.44712990936556	4.16829398063275	0.000172220660132791	0.00225974381325753	0.00194469262159515	AGRN/APP/BGN/DCN/ERO1A/F2/GOLIM4/LRPAP1/LUM/MMP11/MUC5B/OGN/PRELP/SOD3/VCAN/VTN	16
GO:0071013	catalytic step 2 spliceosome	21/662	49/3240	0.428571428571429	2.09753992231334	3.92236474309986	0.000278511670625957	0.00354692804061881	0.00305241892884176	ALYREF/HNRNPA1/HNRNPF/LSM2/LSM7/PABPC1/PLRG1/PPIE/PPIL1/PPIL3/RALY/RBMX/SF3A1/SF3B2/SNRNP200/SNRPD1/SNRPD2/SNRPD3/SNRPE/SNRPF/SRSF1	21
GO:0005689	U12-type spliceosomal complex	9/662	14/3240	0.642857142857143	3.14630988347	4.07771880467944	0.000437940883875204	0.00541795436337038	0.00466258865840067	LSM7/SF3B2/SF3B4/SNRPD1/SNRPD2/SNRPD3/SNRPE/SNRPF/YBX1	9
GO:0016529	sarcoplasmic reticulum	17/662	38/3240	0.447368421052632	2.18953728732708	3.73725048349135	0.000580561066052341	0.00679413355677469	0.00584690234374193	AGL/ANK1/ATP2A1/ATP2A2/ATP2A3/CACNA2D1/CASQ1/CASQ2/GSTM2/HRC/KLHL41/MANF/REEP5/RTN2/S100A1/SRL/TMEM109	17
GO:0097525	spliceosomal snRNP complex	17/662	38/3240	0.447368421052632	2.18953728732708	3.73725048349135	0.000580561066052341	0.00679413355677469	0.00584690234374193	DDX46/LSM2/LSM4/LSM6/LSM7/PPIH/SF3A1/SF3B2/SF3B4/SNRNP200/SNRNP70/SNRPA/SNRPD1/SNRPD2/SNRPD3/SNRPE/SNRPF	17
GO:0071005	U2-type precatalytic spliceosome	13/662	26/3240	0.5	2.44712990936556	3.7537407034182	0.000709521076219383	0.00808480594744717	0.00695763049810696	LSM2/LSM4/LSM6/LSM7/SF3A1/SF3B2/SF3B4/SNRNP200/SNRPD1/SNRPD2/SNRPD3/SNRPE/SNRPF	13
GO:0016528	sarcoplasm	19/662	46/3240	0.41304347826087	2.02154209904111	3.53558059259948	0.000940490316111179	0.0104418540224651	0.00898606131992868	AGL/ANK1/ATP2A1/ATP2A2/ATP2A3/CACNA2D1/CASQ1/CASQ2/CTHRC1/GSTM2/HRC/KLHL41/MANF/MB/REEP5/RTN2/S100A1/SRL/TMEM109	19
GO:0019774	proteasome core complex, beta-subunit complex	7/662	10/3240	0.7	3.42598187311178	3.89295427361476	0.000970577165271341	0.0105064978140623	0.00904169253963302	PSMB1/PSMB10/PSMB2/PSMB3/PSMB4/PSMB8/PSMB9	7
GO:0071011	precatalytic spliceosome	13/662	27/3240	0.481481481481481	2.35649546827795	3.58622784888016	0.00111652425745638	0.0115927524077244	0.00997650261902135	LSM2/LSM4/LSM6/LSM7/SF3A1/SF3B2/SF3B4/SNRNP200/SNRPD1/SNRPD2/SNRPD3/SNRPE/SNRPF	13
GO:0033017	sarcoplasmic reticulum membrane	11/662	21/3240	0.523809523809524	2.56365990504963	3.64237344860771	0.00112447021044902	0.0115927524077244	0.00997650261902135	ATP2A1/ATP2A2/ATP2A3/CASQ1/CASQ2/HRC/KLHL41/REEP5/RTN2/SRL/TMEM109	11
