ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
R-HSA-556833	Metabolism of lipids	162	-0.548579014526302	-1.47406630097651	0.00185324788727795	0.0089398813178754	0.00592597636249752	564	tags=33%, list=17%, signal=28%	ECI1/GGT5/ECHS1/ACAT1/ACADS/GPD2/MGLL/FDPS/PCCB/VAPB/PLPP6/FASN/PON1/MMUT/HSD17B12/AKR1B1/APOA1/NDUFAB1/FABP4/HADHA/SIN3A/PTGR2/HMGCS2/ACOT9/MTMR14/MCEE/ALDH3A2/AKR1C2/CYB5B/SERPINA6/SLC44A2/ACSL1/CPT2/CBR4/HADHB/SACM1L/FABP3/BDH1/ACOT13/APOA2/ACAA2/PON3/HSD17B8/AGT/ECI2/CAV1/GPD1L/PTGES2/CRAT/ACADVL/ACADM/CD36/GPD1
R-HSA-419037	NCAM1 interactions	12	0.850123330669268	1.65581103359973	0.0018906388996739	0.00906325022531178	0.0060077538719901	207	tags=50%, list=6%, signal=47%	COL4A2/COL4A1/COL3A1/COL5A2/COL5A1/AGRN
R-HSA-168276	NS1 Mediated Effects on Host Pathways	17	0.805666237000097	1.6981186909055	0.00194370963370986	0.0092597844040712	0.00613803042224167	178	tags=29%, list=5%, signal=28%	ISG15/RAE1/TPR/EIF2AK2/PABPN1
R-HSA-5632684	Hedgehog 'on' state	46	0.635953256778819	1.6848871334198	0.00196234255760335	0.00929084408445538	0.00615861894296569	591	tags=41%, list=18%, signal=34%	PSMB10/PSMB9/PSMB8/PSMA2/PSMB2/PSMB3/PSMA4/PSMB4/PSMA1/PSMA7/PSMB1/PSMA6/PSMD10/PSMA3/PSMA5/ARRB1/PSMC4/PSMB7/CDC73
R-HSA-5687128	MAPK6/MAPK4 signaling	50	0.622430154050908	1.70171533566099	0.00203209543163543	0.00956206868751149	0.00633840551165587	382	tags=30%, list=12%, signal=27%	PSMB10/PSMB9/PSMB8/PSMA2/PSMB2/PSMB3/PSMA4/PSMB4/PSMA1/PSMA7/PSMB1/PSMA6/PSMD10/PSMA3/PSMA5
R-HSA-5205647	Mitophagy	12	-0.874651088260024	-1.57598145989794	0.00206002374793845	0.00963437935773653	0.00638633806324949	245	tags=42%, list=8%, signal=39%	TOMM40/UBE2N/VDAC1/VDAC2/VDAC3
R-HSA-975956	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	73	0.554728432591947	1.60598052824331	0.00209847866242918	0.00975474626717078	0.00646612563925546	971	tags=48%, list=30%, signal=34%	PABPC1/RPS11/RPL12/RPL10/RPS8/RPL8/RPS23/RPL18/RPS15A/RPL4/RPL6/RPL7/RPL38/RPL7A/RPL35A/RPL15/RPS4X/RPL5/RPS6/RPL24/RPL30/RPL14/RPL3/RPS7/UPF1/RPS5/RPS28/RPL11/EIF4G1/RPS26/RPS18/RPL31/RPS14/RPLP0/RPL18A
R-HSA-5610787	Hedgehog 'off' state	53	0.618656777825716	1.7090336925776	0.00212223713637103	0.00980575833491917	0.0064999399928168	382	tags=28%, list=12%, signal=25%	PSMB10/PSMB9/PSMB8/PSMA2/PSMB2/PSMB3/PSMA4/PSMB4/PSMA1/PSMA7/PSMB1/PSMA6/PSMD10/PSMA3/PSMA5
R-HSA-5358351	Signaling by Hedgehog	60	0.588150118122313	1.67007195902929	0.00231897949257219	0.010650642340137	0.00705998799188383	591	tags=32%, list=18%, signal=26%	PSMB10/PSMB9/PSMB8/PSMA2/PSMB2/PSMB3/PSMA4/PSMB4/PSMA1/PSMA7/PSMB1/PSMA6/PSMD10/PSMA3/PSMA5/ARRB1/PSMC4/PSMB7/CDC73
R-HSA-9633012	Response of EIF2AK4 (GCN2) to amino acid deficiency	73	0.551997804719591	1.59807515520809	0.0023429543334279	0.0106967022246381	0.00709051969326865	971	tags=47%, list=30%, signal=33%	RPS11/EIF2S3/RPL12/RPL10/RPS8/RPL8/RPS23/RPL18/RPS15A/RPL4/EIF2S2/RPL6/RPL7/RPL38/RPL7A/RPL35A/RPL15/RPS4X/RPL5/RPS6/RPL24/RPL30/RPL14/RPL3/RPS7/RPS5/RPS28/RPL11/RPS26/RPS18/RPL31/RPS14/RPLP0/RPL18A
R-HSA-3371453	Regulation of HSF1-mediated heat shock response	32	0.688811480446884	1.67096851088926	0.00245669845047447	0.0111496314290765	0.00739075273484379	785	tags=47%, list=24%, signal=36%	RAE1/TPR/HSPA8/HSPH1/HSPA4L/HSPA5/HSPA4/DNAJB6/NUP43/RANBP2/HSPA9/SEC13/NUP50/DNAJB1/SEH1L
R-HSA-5668541	TNFR2 non-canonical NF-kB pathway	45	0.643782715910013	1.69643480055444	0.00258143985696815	0.0115114207575266	0.00763057191502825	382	tags=33%, list=12%, signal=30%	PSMB10/PSMB9/PSMB8/PSMA2/PSMB2/PSMB3/PSMA4/PSMB4/PSMA1/PSMA7/PSMB1/PSMA6/PSMD10/PSMA3/PSMA5
R-HSA-382556	ABC-family proteins mediated transport	51	0.606112263172407	1.66597244218416	0.00257547050488731	0.0115114207575266	0.00763057191502825	382	tags=31%, list=12%, signal=28%	PSMB10/PSMB9/PSMB8/EIF2S3/PSMA2/PSMB2/PSMB3/PSMA4/PSMB4/PSMA1/PSMA7/PSMB1/PSMA6/PSMD10/PSMA3/PSMA5
R-HSA-3858494	Beta-catenin independent WNT signaling	68	0.558102822782253	1.61756028980865	0.0025724705729482	0.0115114207575266	0.00763057191502825	382	tags=24%, list=12%, signal=21%	PSMB10/PSMB9/PSMB8/PSMA2/PSMB2/PSMB3/PSMA4/FZD1/PSMB4/PSMA1/PSMA7/PSMB1/PSMA6/PSMD10/PSMA3/PSMA5
R-HSA-877300	Interferon gamma signaling	40	0.644786362825379	1.65042343830289	0.00264289695127655	0.011717352379359	0.00776707774546136	852	tags=55%, list=26%, signal=41%	SUMO1/YBX1/TRIM29/IFI30/HLA-E/HLA-A/GBP1/HLA-F/VCAM1/B2M/PTPN6/CD44/HLA-DRB1/HLA-DPB1/HLA-C/OAS3/STAT1/ICAM1/IRF6/HLA-DQA1/HLA-B/PTPN11
R-HSA-159236	Transport of Mature mRNA derived from an Intron-Containing Transcript	29	0.727345864713654	1.69970867283251	0.00268625203608634	0.0117734589238756	0.00780426907326136	731	tags=59%, list=22%, signal=46%	RAE1/SRSF1/TPR/SRSF2/SRSF6/ALYREF/SRSF5/THOC1/SRRM1/SRSF4/SRSF11/SARNP/U2AF2/NUP43/RANBP2/SEC13/NUP50
R-HSA-1257604	PIP3 activates AKT signaling	71	0.566671810768445	1.64760303548343	0.00268083770909786	0.0117734589238756	0.00780426907326136	382	tags=25%, list=12%, signal=23%	RBBP4/PSMB10/EGFR/PSMB9/PSMB8/PSMA2/PSMB2/PSMB3/PSMA4/PSMB4/PSMA1/PSMA7/PSMB1/PSMA6/PSMD10/PSMA3/FGFR1/PSMA5
R-HSA-9833110	RSV-host interactions	18	0.786232700418483	1.65647539611341	0.00272901804691282	0.0118929366021712	0.00788346720489768	389	tags=22%, list=12%, signal=20%	ISG15/EIF2AK2/AGRN/SDC1
R-HSA-9006936	Signaling by TGFB family members	47	0.624062541407242	1.67829399021125	0.00276568400646909	0.0119173013087741	0.00789961783042324	664	tags=30%, list=20%, signal=24%	SERPINE1/YBX1/ITGB6/TIMP2/PPP1CA/NEDD8/AMH/TGFB1/ARRB1/LTBP1/LTBP2/CGN/ITGB5/ITGAV
R-HSA-2408522	Selenoamino acid metabolism	87	0.532546675357847	1.58566019004215	0.00275505270214527	0.0119173013087741	0.00789961783042324	971	tags=44%, list=30%, signal=32%	RPS11/RPL12/RPL10/RPS8/AIMP1/AHCY/RPL8/RPS23/RPL18/EPRS1/RPS15A/RPL4/RPL6/RPL7/RPL38/RPL7A/RPL35A/RPL15/RPS4X/CTH/RPL5/RPS6/RPL24/RPL30/RPL14/RPL3/RPS7/RPS5/RPS28/RPL11/RPS26/RPS18/GSR/RPL31/RPS14/TXNRD1/RPLP0/RPL18A
R-HSA-5619084	ABC transporter disorders	48	0.612192695218627	1.65180947571482	0.00278821087299622	0.011947249941833	0.00791946987155058	382	tags=31%, list=12%, signal=28%	PSMB10/PSMB9/PSMB8/PSMA2/PSMB2/PSMB3/PSMA4/PSMB4/PSMA1/PSMA7/PSMB1/PSMA6/PSMD10/PSMA3/PSMA5
R-HSA-77289	Mitochondrial Fatty Acid Beta-Oxidation	17	-0.821187305869882	-1.58486888261713	0.00286945720747097	0.0122270759896124	0.00810495807724257	564	tags=82%, list=17%, signal=68%	ECI1/ECHS1/ACADS/PCCB/MMUT/NDUFAB1/HADHA/ACOT9/MCEE/HADHB/ACOT13/ACAA2/ACADVL/ACADM
R-HSA-72689	Formation of a pool of free 40S subunits	79	0.539504568964129	1.5859646558163	0.0028917916230724	0.0122541667121355	0.00812291569609753	971	tags=44%, list=30%, signal=32%	RPS11/EIF3G/RPL12/RPL10/RPS8/RPL8/RPS23/RPL18/RPS15A/RPL4/RPL6/RPL7/RPL38/RPL7A/RPL35A/RPL15/RPS4X/RPL5/RPS6/RPL24/RPL30/RPL14/RPL3/RPS7/RPS5/RPS28/RPL11/RPS26/RPS18/EIF3D/RPL31/RPS14/RPLP0/EIF3J/RPL18A
R-HSA-1852241	Organelle biogenesis and maintenance	70	-0.638420770123737	-1.5621387745017	0.00293893426726579	0.012385508697763	0.00820997831746315	290	tags=24%, list=9%, signal=23%	IMMT/IDH2/CHCHD3/YWHAG/SIRT5/ATP5PB/ATP5MF/ATP5MG/APOO/ATP5PO/ATP5F1A/ATP5MK/ATP5ME/ATP5F1B/ATP5PD/ATP5F1D/ATP5F1C
R-HSA-5689603	UCH proteinases	52	0.615657833672617	1.70032673359617	0.00318956825152212	0.0133682997208605	0.00886144069879312	382	tags=35%, list=12%, signal=31%	ACTL6A/PSMB10/PSMB9/PSMB8/PSMA2/PSMB2/PSMB3/PSMA4/NEDD8/PSMB4/PSMA1/PSMA7/PSMB1/PSMA6/PSMD10/TGFB1/PSMA3/PSMA5
R-HSA-9759194	Nuclear events mediated by NFE2L2	62	0.57188602799467	1.63137278246241	0.00327946720134675	0.0136703877360487	0.0090616856879318	382	tags=27%, list=12%, signal=25%	PSMB10/PSMB9/PSMB8/PSMA2/PSMB2/TKT/PSMB3/PSMA4/PSMB4/PSMA1/PSMA7/PSMB1/PSMA6/ABCF2/PSMD10/PSMA3/PSMA5
R-HSA-5578775	Ion homeostasis	18	-0.820108299347993	-1.60743743906094	0.00332525977198836	0.0137122271242746	0.0090894197502568	226	tags=44%, list=7%, signal=42%	ATP1A1/ATP2A2/ATP2A3/CASQ2/TNNI3/ATP1B1/ATP2A1/CASQ1
R-HSA-382551	Transport of small molecules	177	-0.525249468554688	-1.41858513866618	0.00331500871969629	0.0137122271242746	0.0090894197502568	641	tags=33%, list=20%, signal=28%	GNAS/SLC18A1/DMTN/PSMD1/ADD3/ATP6V1A/AZGP1/ATP6V1D/GNG2/AFG3L2/APOB/SLC16A3/MCU/ATP6V1H/PSMD8/PSMF1/ASPH/GNB1/PRKAR2A/NCEH1/ACO1/SLC12A2/PIP/CLCA4/APOE/PHB1/STOM/GNB2/PSMC2/APOA1/HBB/CA4/ADD1/ATP1A1/ERLIN2/LCN1/HBA1/A2M/SLC44A2/PHB2/APOD/ATP2A2/CA2/CYB5R1/APOC3/APOA2/ATP2A3/APOA4/CASQ2/VDAC1/MB/VDAC2/SLC25A11/ATP1B1/VDAC3/ATP2A1/SLC4A1/CASQ1/SLC25A4
R-HSA-9700206	Signaling by ALK in cancer	41	0.650285157370637	1.66090460618219	0.00340894467234491	0.0139077689557901	0.00921903850359795	795	tags=41%, list=24%, signal=32%	MSN/TPR/TPM4/DNMT1/ATIC/TFG/EML4/HIP1/KIF5B/FN1/GCC2/PTPN6/RANBP2/RPS6/RRBP1/STAT1/GRB2
R-HSA-9725370	Signaling by ALK fusions and activated point mutants	41	0.650285157370637	1.66090460618219	0.00340894467234491	0.0139077689557901	0.00921903850359795	795	tags=41%, list=24%, signal=32%	MSN/TPR/TPM4/DNMT1/ATIC/TFG/EML4/HIP1/KIF5B/FN1/GCC2/PTPN6/RANBP2/RPS6/RRBP1/STAT1/GRB2
R-HSA-5678895	Defective CFTR causes cystic fibrosis	45	0.635290371484432	1.67405658463498	0.00342749889685503	0.0139094796502001	0.00922017247107202	382	tags=33%, list=12%, signal=30%	PSMB10/PSMB9/PSMB8/PSMA2/PSMB2/PSMB3/PSMA4/PSMB4/PSMA1/PSMA7/PSMB1/PSMA6/PSMD10/PSMA3/PSMA5
R-HSA-211945	Phase I - Functionalization of compounds	28	-0.750650008592258	-1.60095066223687	0.0034826820445428	0.0140590375166543	0.00931930984772394	427	tags=50%, list=13%, signal=44%	HSP90AB1/ADH5/CYB5R3/ACSS1/CMBL/ALDH1B1/CYB5B/ALDH1A1/MAOA/MTARC2/EPHX1/ALDH2/ADH1B/AOC3
R-HSA-5607764	CLEC7A (Dectin-1) signaling	55	0.602145966056671	1.66422299765891	0.00360679216113395	0.0144838198303128	0.00960088516851859	382	tags=29%, list=12%, signal=26%	PSMB10/PSMB9/PSMB8/PSMA2/PSMB2/PSMB3/PSMA4/PSMB4/PSMA1/PSMA7/PSMB1/PSMA6/PSMD10/IKBKG/PSMA3/PSMA5
R-HSA-9707564	Cytoprotection by HMOX1	22	-0.793945980694654	-1.61279273901676	0.00375593980797084	0.0150041970453835	0.00994582745202804	397	tags=59%, list=12%, signal=52%	COX7A2/COX3/COX1/HBB/SIN3A/COX6B1/HBA1/BLVRB/COX6C/COX5A/NDUFA4/COX5B/COX4I1
R-HSA-202424	Downstream TCR signaling	54	0.601940663427859	1.65847676123518	0.0038885300444999	0.0153867688126203	0.0101994226809794	382	tags=30%, list=12%, signal=27%	PSMB10/PSMB9/PSMB8/PSMA2/PSMB2/PSMB3/PSMA4/PSMB4/PSMA1/PSMA7/PSMB1/PSMA6/PSMD10/IKBKG/PSMA3/PSMA5
R-HSA-429914	Deadenylation-dependent mRNA decay	28	0.698629754009867	1.61635142646703	0.00389182939980227	0.0153867688126203	0.0101994226809794	343	tags=29%, list=11%, signal=26%	LSM7/PABPC1/LSM6/LSM4/LSM2/LSM1/SKIC3/TUT4
R-HSA-72695	Formation of the ternary complex, and subsequently, the 43S complex	42	0.628304082051245	1.63200888871654	0.00411148208454388	0.0161392884300643	0.0106982451269074	968	tags=40%, list=30%, signal=29%	RPS11/EIF2S3/EIF3G/RPS8/RPS23/RPS15A/EIF2S2/RPS4X/RPS6/RPS7/RPS5/RPS28/RPS26/RPS18/EIF3D/RPS14/EIF3J
R-HSA-5628897	TP53 Regulates Metabolic Genes	34	-0.722205533889526	-1.58952757935314	0.0041242510199382	0.0161392884300643	0.0106982451269074	649	tags=47%, list=20%, signal=38%	G6PD/COX7A2/GLS/COX3/COX1/GPI/YWHAG/COX6B1/LAMTOR3/PRDX5/COX6C/COX5A/NDUFA4/PRDX2/COX5B/COX4I1
R-HSA-909733	Interferon alpha/beta signaling	23	0.718512886765657	1.60229533479296	0.00440526137139841	0.01711391360809	0.0113442946170417	403	tags=30%, list=12%, signal=27%	ISG15/PSMB8/EIF2AK2/ADAR/HLA-E/HLA-A/HLA-F
R-HSA-3232142	SUMOylation of ubiquitinylation proteins	15	0.77791898710098	1.5981177715532	0.00441793336949389	0.01711391360809	0.0113442946170417	82	tags=20%, list=3%, signal=20%	SUMO1/RAE1/TPR
R-HSA-6807070	PTEN Regulation	57	0.577179869426443	1.61165339736969	0.00448119534453297	0.0172717428605869	0.0114489148447999	382	tags=28%, list=12%, signal=25%	RBBP4/PSMB10/PSMB9/PSMB8/PSMA2/PSMB2/PSMB3/PSMA4/PSMB4/PSMA1/PSMA7/PSMB1/PSMA6/PSMD10/PSMA3/PSMA5
R-HSA-9006925	Intracellular signaling by second messengers	77	0.529436446594352	1.54027512553033	0.00452058297162864	0.0173364356961958	0.0114917977647191	382	tags=23%, list=12%, signal=21%	RBBP4/PSMB10/EGFR/PSMB9/PSMB8/PSMA2/PSMB2/PSMB3/PSMA4/PSMB4/PSMA1/PSMA7/PSMB1/PSMA6/PSMD10/PSMA3/FGFR1/PSMA5
R-HSA-9755511	KEAP1-NFE2L2 pathway	69	0.547163955160019	1.58489147833904	0.00470904834680905	0.0179693536418037	0.011911339887451	578	tags=30%, list=18%, signal=26%	PSMB10/PSMB9/PSMB8/PSMA2/PSMB2/TKT/PSMB3/PSMA4/PSMB4/PSMA1/PSMA7/PSMB1/PSMA6/ABCF2/PSMD10/PSMA3/PSMA5/TXN/UFD1/PSMC4/PSMB7
R-HSA-9865881	Complex III assembly	12	-0.845554955105949	-1.52355487857765	0.00531402597056019	0.0201775144525726	0.0133750627607117	261	tags=58%, list=8%, signal=54%	UQCRFS1/UQCRH/UQCRB/UQCRC2/UQCR10/UQCRC1/CYC1
R-HSA-162587	HIV Life Cycle	43	0.617678040275345	1.6021015094075	0.00568152527079252	0.0212800053514487	0.0141058705616548	785	tags=28%, list=24%, signal=21%	RAE1/TPR/SUPT5H/XRCC4/PPIA/SSRP1/TCEA1/NUP43/RANBP2/SEC13/NUP50/SEH1L
R-HSA-9609646	HCMV Infection	44	0.596707128107732	1.55733123142096	0.00571535997705142	0.0212800053514487	0.0141058705616548	314	tags=16%, list=10%, signal=15%	RBBP4/RAE1/EGFR/TPR/DYNLL1/CBX1/DYNC1I2
R-HSA-927802	Nonsense-Mediated Decay (NMD)	78	0.511784176047064	1.4954752315185	0.00569314187317976	0.0212800053514487	0.0141058705616548	971	tags=46%, list=30%, signal=33%	PABPC1/RPS11/RPL12/RPL10/RPS8/RPL8/RPS23/RPL18/RPS15A/RPL4/RPL6/RPL7/RPL38/RPL7A/RPL35A/RPL15/RPS4X/RPL5/RPS6/RPL24/RPL30/RPL14/RPL3/RPS7/UPF1/RPS5/RPS28/RPL11/RBM8A/EIF4G1/RPS26/RPS18/RPL31/RPS14/RPLP0/RPL18A
R-HSA-975957	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	78	0.511784176047064	1.4954752315185	0.00569314187317976	0.0212800053514487	0.0141058705616548	971	tags=46%, list=30%, signal=33%	PABPC1/RPS11/RPL12/RPL10/RPS8/RPL8/RPS23/RPL18/RPS15A/RPL4/RPL6/RPL7/RPL38/RPL7A/RPL35A/RPL15/RPS4X/RPL5/RPS6/RPL24/RPL30/RPL14/RPL3/RPS7/UPF1/RPS5/RPS28/RPL11/RBM8A/EIF4G1/RPS26/RPS18/RPL31/RPS14/RPLP0/RPL18A
R-HSA-5621481	C-type lectin receptors (CLRs)	62	0.557434023805178	1.59014672493931	0.00586300819713523	0.0217242864116074	0.0144003710105076	418	tags=29%, list=13%, signal=26%	PSMB10/PSMB9/PSMB8/PSMA2/PSMB2/NRAS/PSMB3/PSMA4/PSMB4/PSMA1/PSMA7/PSMB1/PSMA6/PSMD10/IKBKG/PSMA3/PSMA5/ICAM3
R-HSA-3108232	SUMO E3 ligases SUMOylate target proteins	50	0.583236993591241	1.59456178313278	0.00592056347486431	0.0218320778135621	0.0144718226637625	785	tags=42%, list=24%, signal=32%	SUMO1/RAE1/TPR/EIF2AK2/NR5A1/DNMT1/TP53BP1/XRCC4/IKBKG/CBX5/SMC1A/SUMO3/SAFB/H4C9/NUP43/RANBP2/SUMO2/SEC13/NUP50/PCNA/SEH1L
R-HSA-3000157	Laminin interactions	22	0.748742396719937	1.65610371426112	0.0060207787304282	0.0220953937140595	0.0146463667932351	93	tags=27%, list=3%, signal=27%	LAMA3/LAMB3/COL4A2/COL4A1/LAMB1/LAMC2
R-HSA-195253	Degradation of beta-catenin by the destruction complex	52	0.594699809129807	1.64244476172077	0.00615292572257958	0.0224728287105645	0.0148965570125611	382	tags=29%, list=12%, signal=26%	PSMB10/PSMB9/PSMB8/PSMA2/PSMB2/PSMB3/PSMA4/PSMB4/PSMA1/PSMA7/PSMB1/PSMA6/PSMD10/PSMA3/PSMA5
R-HSA-9609690	HCMV Early Events	32	0.654944960010144	1.58881266588728	0.00626497474422949	0.0227736285726257	0.0150959481240351	314	tags=22%, list=10%, signal=20%	RBBP4/RAE1/EGFR/TPR/DYNLL1/CBX1/DYNC1I2
R-HSA-156902	Peptide chain elongation	69	0.537330677124835	1.55640882992053	0.00692020683238851	0.0250367860398207	0.0165961266139208	971	tags=46%, list=30%, signal=33%	RPS11/RPL12/RPL10/RPS8/RPL8/RPS23/RPL18/RPS15A/RPL4/RPL6/RPL7/RPL38/RPL7A/RPL35A/RPL15/RPS4X/RPL5/RPS6/RPL24/RPL30/RPL14/RPL3/RPS7/RPS5/RPS28/RPL11/RPS26/RPS18/RPL31/RPS14/RPLP0/RPL18A
R-HSA-170834	Signaling by TGF-beta Receptor Complex	34	0.635017975617334	1.57066875821962	0.00706229174786903	0.0254308815521857	0.0168573605842389	664	tags=32%, list=20%, signal=26%	SERPINE1/YBX1/ITGB6/PPP1CA/NEDD8/TGFB1/LTBP1/LTBP2/CGN/ITGB5/ITGAV
R-HSA-2408557	Selenocysteine synthesis	69	0.535900632548678	1.55226662457052	0.00716589183080808	0.0256833599730364	0.0170247208769321	971	tags=46%, list=30%, signal=33%	RPS11/RPL12/RPL10/RPS8/RPL8/RPS23/RPL18/RPS15A/RPL4/RPL6/RPL7/RPL38/RPL7A/RPL35A/RPL15/RPS4X/RPL5/RPS6/RPL24/RPL30/RPL14/RPL3/RPS7/RPS5/RPS28/RPL11/RPS26/RPS18/RPL31/RPS14/RPLP0/RPL18A
R-HSA-977606	Regulation of Complement cascade	36	-0.696728232106902	-1.54747136885918	0.00726874822280424	0.0259308366832133	0.0171887656872188	777	tags=61%, list=24%, signal=47%	SERPING1/C7/C1QA/C8B/C2/PROS1/C4B/C4BPB/C8A/C4BPA/CFH/CFHR5/CPN2/CD59/CD81/C9/C5/F2/CFB/CFI/CLU/VTN
R-HSA-5205685	PINK1-PRKN Mediated Mitophagy	11	-0.875589633638083	-1.56716565093088	0.00752215108052745	0.0267106012905767	0.017705648011183	245	tags=45%, list=8%, signal=42%	TOMM40/UBE2N/VDAC1/VDAC2/VDAC3
R-HSA-2990846	SUMOylation	52	0.585006647154083	1.61567414086782	0.00757542138482474	0.0267238180783921	0.017714409019232	785	tags=42%, list=24%, signal=33%	SUMO1/RAE1/TPR/EIF2AK2/NR5A1/DNMT1/TP53BP1/XRCC4/IKBKG/CBX5/UBA2/SMC1A/SUMO3/SAFB/H4C9/NUP43/RANBP2/SUMO2/SEC13/NUP50/PCNA/SEH1L
R-HSA-1169408	ISG15 antiviral mechanism	32	0.647700140613856	1.57123766108274	0.00759555715917793	0.0267238180783921	0.017714409019232	128	tags=16%, list=4%, signal=15%	ISG15/RAE1/TPR/EIF2AK2/FLNB
R-HSA-162599	Late Phase of HIV Life Cycle	39	0.625245344299788	1.59555807793987	0.00789374001126172	0.0276461122768846	0.0183257698891584	785	tags=28%, list=24%, signal=22%	RAE1/TPR/SUPT5H/PPIA/SSRP1/TCEA1/NUP43/RANBP2/SEC13/NUP50/SEH1L
R-HSA-425407	SLC-mediated transmembrane transport	23	-0.759185564456531	-1.55643650871575	0.0080171186847271	0.027950591050844	0.0185275996398239	327	tags=52%, list=10%, signal=47%	SLC44A1/SLC2A1/SLC1A5/SLC18A1/SLC16A3/SLC12A2/LCN1/SLC44A2/APOD/SLC25A11/SLC4A1/SLC25A4
R-HSA-4551638	SUMOylation of chromatin organization proteins	20	0.728248555547649	1.57453039687997	0.00814773723823771	0.0282774410032956	0.0187442585666531	785	tags=60%, list=24%, signal=46%	SUMO1/RAE1/TPR/CBX5/SUMO3/H4C9/NUP43/RANBP2/SUMO2/SEC13/NUP50/SEH1L
R-HSA-983712	Ion channel transport	29	-0.735895000979112	-1.57631069447265	0.00830206778002248	0.0286832702129606	0.0190132704492691	612	tags=45%, list=19%, signal=37%	ATP6V1A/ATP6V1D/ATP6V1H/ASPH/CLCA4/STOM/ATP1A1/ATP2A2/ATP2A3/CASQ2/ATP1B1/ATP2A1/CASQ1
R-HSA-1592389	Activation of Matrix Metalloproteinases	15	0.754181623759783	1.54935292221233	0.00834405694451387	0.0286990658136419	0.0190237408742044	209	tags=33%, list=6%, signal=31%	MMP2/MMP9/MMP8/MMP11/TIMP2
R-HSA-447115	Interleukin-12 family signaling	34	0.630634637233132	1.55982690346728	0.00839687267436802	0.028748173630117	0.0190562929573135	778	tags=26%, list=24%, signal=20%	MSN/LMNB1/HNRNPF/RALA/PPIA/SERPINB2/HSPA9/CAPZA1/STAT1
R-HSA-4085377	SUMOylation of SUMOylation proteins	15	0.753007147259053	1.54694013656342	0.00843329734912167	0.028748173630117	0.0190562929573135	82	tags=20%, list=3%, signal=20%	SUMO1/RAE1/TPR
R-HSA-3108214	SUMOylation of DNA damage response and repair proteins	25	0.705795375063869	1.60758616567398	0.00849382348694695	0.0288263832499483	0.0191081357438071	785	tags=48%, list=24%, signal=37%	SUMO1/RAE1/TPR/XRCC4/SMC1A/SUMO3/NUP43/RANBP2/SUMO2/SEC13/NUP50/SEH1L
R-HSA-192823	Viral mRNA Translation	70	0.538529847870817	1.57137796194978	0.00905492120730408	0.0305952624052962	0.0202806721220861	971	tags=47%, list=30%, signal=34%	RPS11/RPL12/RPL10/RPS8/RPL8/RPS23/RPL18/RPS15A/RPL4/RPL6/RPL7/RPL38/RPL7A/RPL35A/RPL15/RPS4X/RPL5/RPS6/RPL24/RPL30/RPL14/RPL3/RPS7/RPS5/RPS28/RPL11/GRSF1/RPS26/RPS18/RPL31/RPS14/RPLP0/RPL18A
R-HSA-72706	GTP hydrolysis and joining of the 60S ribosomal subunit	90	0.485971526894622	1.48133010926829	0.00916985338004381	0.0308477085197088	0.0204480109998207	971	tags=43%, list=30%, signal=31%	RPS11/EIF2S3/EIF3G/RPL12/RPL10/RPS8/RPL8/RPS23/RPL18/EIF4B/RPS15A/RPL4/EIF2S2/RPL6/RPL7/RPL38/RPL7A/RPL35A/RPL15/RPS4X/RPL5/RPS6/RPL24/RPL30/RPL14/RPL3/RPS7/RPS5/RPS28/RPL11/EIF4G1/RPS26/RPS18/EIF3D/RPL31/RPS14/RPLP0/EIF3J/RPL18A
R-HSA-3928665	EPH-ephrin mediated repulsion of cells	15	0.738473244521551	1.51708241533543	0.0110309471511686	0.0369464474451805	0.0244906801839322	68	tags=13%, list=2%, signal=13%	MMP2/MMP9
R-HSA-9705683	SARS-CoV-2-host interactions	87	0.493835557285696	1.47039765686084	0.0111293182592764	0.0371138569776738	0.0246016508889267	814	tags=37%, list=25%, signal=28%	ISG15/SNRPD1/SNRPF/SNRPD2/RAE1/SNRPE/TPR/SNRPD3/RPS11/RPS8/IKBKG/HLA-E/HLA-A/HLA-F/RPS23/RPS15A/B2M/PTPN6/NUP43/RANBP2/SFN/SEC13/RPS4X/TJP1/NUP50/HLA-C/RPS6/STAT1/SEH1L/RPS7/RPS5/RPS28
R-HSA-432720	Lysosome Vesicle Biogenesis	20	0.718033783926851	1.55244526084831	0.0114136105728537	0.0378971398674405	0.0251208653756588	436	tags=25%, list=13%, signal=22%	GNS/APP/HSPA8/DNASE2/ARRB1
R-HSA-212436	Generic Transcription Pathway	181	0.400047534545188	1.29154390610349	0.0123611756156268	0.0408664728326971	0.0270891461993999	382	tags=20%, list=12%, signal=19%	SERPINE1/RBBP4/SUMO1/ACTL6A/PSMB10/EGFR/YBX1/PSMB9/PSMB8/SUPT5H/NR5A1/CBX3/WDR5/TP53I3/CASP6/PSMA2/SMARCE1/PSMB2/PSMB3/PSMA4/CTSL/PSMB4/DEK/PSMA1/PSMA7/RBPJ/PSMB1/PSMA6/PSMD10/TGFB1/RETN/SERPINB13/PSMA3/RAD50/CBX5/PSMA5
