source	ID	Description	pvalue	p.adjust	setSize	enrichmentScore	NES	qvalue	rank	leading_edge	core_enrichment
Hallmarks_GSEA	HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	1.11994508984857e-20	5.15174741330341e-19	132	-0.840039069276794	-2.20845496826486	3.41877974795878e-19	403	tags=61%, list=12%, signal=55%	27429/4706/7386/6389/3030/3421/8050/1340/3945/4704/50/2110/1737/3420/4723/11331/7388/4967/4726/593/3032/515/10935/1528/2109/7381/2806/9551/4190/3419/4259/10632/1345/2108/4729/10449/8802/9377/23530/4697/4713/5162/4702/5250/4695/4329/1329/8803/539/498/7416/7417/4719/8402/374291/1431/6390/481/4707/521/7419/37/7385/4698/1327/34/6391/8604/4710/29796/506/10476/5160/7384/513/509/4720/4722/1537/291
Hallmarks_GSEA	HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS	1.33117426700149e-10	3.06170081410343e-09	102	-0.7782503244773	-1.9883510578623	2.03179230226543e-09	307	tags=48%, list=9%, signal=45%	4619/1974/8048/1012/6876/1756/1674/2180/347/274/3270/140465/7169/2170/5224/1158/2027/6649/1191/7138/7136/845/4622/7125/88/178/4151/9172/7135/1384/8557/1160/5213/8736/3679/203/11155/487/948/4632/5837/4625/2273/4620/844/1410/4634/4633/29895
Hallmarks_GSEA	HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS	3.10343015592039e-07	4.75859290574459e-06	107	-0.710251057315277	-1.82754689249781	3.15787629900671e-06	540	tags=48%, list=17%, signal=41%	1892/5004/10313/35/2820/11343/9131/10989/977/348/2040/4706/27069/2167/3421/134147/7532/5236/7905/50/1737/51727/593/1376/54996/10935/284119/10113/2109/3419/4259/5860/10449/8802/4713/539/8436/217/1384/1431/6390/4698/3679/34/6391/29796/7384/948/57017/4722/1537
Hallmarks_GSEA	HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	3.48815590621452e-06	4.0113792921467e-05	64	0.703802513850734	1.96015697276256	2.66201371790056e-05	512	tags=34%, list=16%, signal=30%	6434/4172/6426/6427/3149/11051/1786/4830/7037/4001/4678/7913/79077/25842/10111/23468/10527/8243/3930/55148/6749/1854
Hallmarks_GSEA	HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM	9.60063326824842e-06	8.83258260678854e-05	96	-0.690836511061216	-1.75462770822186	5.86143925850956e-05	523	tags=48%, list=16%, signal=41%	1892/1429/35/2820/11343/3939/84263/2194/84532/762/10961/6389/3421/3158/84693/6281/224/50/3956/2110/3420/216/2180/1376/3032/4128/2052/760/4190/594/8801/2027/10449/8802/5162/8803/10455/1384/9588/37/34/6391/5160/948/8639/2819
Hallmarks_GSEA	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	3.41854474059199e-05	0.000262088430112053	65	0.664386879604767	1.85473975825694	0.000173925960486259	621	tags=38%, list=19%, signal=32%	9636/840/5699/5698/5696/4860/5610/9111/5683/5690/51056/836/10437/103/3959/5684/3105/6890/958/7412/567/5214/10875/84888/5777
Hallmarks_GSEA	HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	4.24811770632811e-05	0.000279162020701561	51	0.70869755946946	1.87940272588163	0.000185256260877466	470	tags=37%, list=14%, signal=32%	6434/6632/4172/6426/9184/6427/3149/1736/3312/4926/4001/4678/6421/10951/7040/3799/8243/3930/2130
Hallmarks_GSEA	HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	0.000220286197115279	0.00126664563341285	33	0.742421324143525	1.8369614773788	0.000840565752150407	416	tags=33%, list=13%, signal=29%	9636/5698/5696/5610/9111/51056/10437/103/3959/5684/6890
Hallmarks_GSEA	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.00168728624086795	0.0086239074533251	30	0.716800433039061	1.74568600628227	0.00572295917955213	230	tags=17%, list=7%, signal=16%	3914/3371/5054/5271/51278
Hallmarks_GSEA	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.00245915468253419	0.0113121115396573	105	0.496377576160254	1.50505989694148	0.00750689324142017	150	tags=16%, list=5%, signal=16%	3909/1284/3371/1282/1281/5054/115908/5479/4313/3918/7171/1290/1303/1462/1289/10631/822
GO_BP_GSEA	GO:0015980	energy derivation by oxidation of organic compounds	4.8139162423153e-20	1.46824445390617e-16	142	-0.823244326362726	-2.20464098862032	1.21969435739504e-16	410	tags=56%, list=13%, signal=51%	4725/126328/4706/27069/7386/6389/3421/55753/1340/4704/4705/50/2110/1737/3420/4723/7388/4967/4726/205/515/7360/2109/7381/9551/4190/4716/3419/10632/8801/1345/2108/4729/8802/9377/23530/4697/51079/4713/5162/4702/54539/4695/1329/8803/539/498/178/4719/4715/2992/374291/1431/6390/5213/4707/2631/521/37/7385/4698/1327/34/6391/8604/4710/29796/506/10476/5160/7384/57017/513/509/4720/5837/2819/4722/1537
GO_BP_GSEA	GO:0045333	cellular respiration	9.73967618838621e-20	1.4853006187289e-16	113	-0.854655241032678	-2.22879441518903	1.23386318870766e-16	410	tags=64%, list=13%, signal=58%	4725/126328/4706/27069/7386/6389/3421/55753/1340/4704/4705/50/2110/1737/3420/4723/7388/4967/4726/205/515/2109/7381/9551/4190/4716/3419/10632/8801/1345/2108/4729/8802/9377/23530/4697/51079/4713/5162/4702/54539/4695/1329/8803/539/498/4719/4715/374291/1431/6390/4707/2631/521/7385/4698/1327/6391/8604/4710/29796/506/10476/5160/7384/57017/513/509/4720/2819/4722/1537
GO_BP_GSEA	GO:0006396	RNA processing	8.5314666612067e-19	8.67365777222681e-16	252	0.6714773417887	2.25898976905803	7.20534745737703e-16	702	tags=41%, list=22%, signal=35%	6434/6632/51690/27316/6636/26986/6633/11157/6626/6426/11100/4904/25804/10262/6635/11052/22827/6427/6625/55082/11051/3178/1736/79869/3312/6634/11137/10915/10450/10137/57819/5356/8106/138716/6431/10992/51645/84687/10465/9136/4841/10291/10189/6430/494115/55644/3185/22913/23020/9984/8570/23350/27257/6421/10436/53938/8882/103/6202/7040/23318/9879/55759/51691/1477/5935/58155/51574/5303/10250/23398/27079/6429/84991/5725/9295/26528/9444/55660/27339/6294/11338/79577/51593/8761/6129/51631/6631/6130/9410/1653/56943/9584/23016/10657/6165/27043/6741/7257/16/23404/151987/3609/5036
GO_BP_GSEA	GO:0016071	mRNA metabolic process	6.88400052733328e-18	3.49936693472775e-15	208	0.693863239828954	2.31909751334325	2.90698057355986e-15	458	tags=35%, list=14%, signal=32%	6434/6632/51690/27316/6636/26986/6633/11157/6626/6426/11100/4904/25804/10262/6635/351/11052/22827/6427/6625/55082/11051/3178/1736/79869/3312/328/6634/4076/10915/10450/57819/5356/8106/6431/10992/51645/10465/4841/10291/10189/6430/494115/3185/22913/23020/9984/7812/8570/27257/6421/53938/9652/8882/103/23318/9879/51691/2316/1477/5935/51726/5317/6093/58155/11187/51574/10250/23398/27079/6429/84991/5725
GO_BP_GSEA	GO:0006091	generation of precursor metabolites and energy	4.82687754043325e-18	3.49936693472775e-15	204	-0.761099757193863	-2.10246639630701	2.90698057355986e-15	410	tags=43%, list=13%, signal=40%	4725/126328/4706/27069/7386/6389/3421/3158/55753/3098/5236/1340/4704/4705/50/2110/1737/3420/4723/11331/7388/4967/4726/205/515/7360/7345/2109/7381/9551/4190/4716/3419/5224/10632/8801/1345/2027/2108/4729/8802/9377/23530/4697/51079/4713/5162/4702/54539/4695/1329/8803/539/498/178/4719/4715/2992/374291/1431/6390/5213/4707/2631/521/37/7385/4698/1327/34/6391/8604/4710/29796/506/10476/5160/7384/57017/513/6521/509/4720/5837/2819/4722/1537/291
GO_BP_GSEA	GO:0055085	transmembrane transport	6.26207432413048e-18	3.49936693472775e-15	249	-0.734511647106813	-2.04787951943335	2.90698057355986e-15	318	tags=32%, list=10%, signal=31%	30845/287/340061/4704/2147/4705/7095/3329/309/1756/4723/57153/11331/7388/4726/2180/1376/515/274/79073/488/3270/1528/760/10550/9551/4190/4716/2946/10632/4729/9377/23530/4697/489/4713/4702/5250/845/183/4695/781/1329/539/498/88/7416/857/7417/4719/4715/8402/51297/374291/481/4707/2631/521/7419/4698/6253/1327/8604/4710/29796/506/10476/7384/487/948/513/6521/509/4720/4722/2273/844/1537/291
GO_BP_GSEA	GO:0009060	aerobic respiration	1.33392800120829e-17	5.65230046317752e-15	97	-0.861517916555323	-2.21569478182177	4.69545719236179e-15	410	tags=69%, list=13%, signal=62%	4725/126328/4706/27069/7386/6389/3421/55753/1340/4704/4705/50/1737/3420/4723/7388/4967/4726/205/515/7381/9551/4190/4716/3419/10632/8801/1345/4729/8802/9377/23530/4697/51079/4713/5162/4702/54539/4695/1329/8803/539/498/4719/4715/374291/1431/6390/4707/2631/521/7385/4698/1327/6391/4710/29796/506/10476/5160/7384/57017/513/509/4720/4722/1537
GO_BP_GSEA	GO:0098660	inorganic ion transmembrane transport	1.48257061329247e-17	5.65230046317752e-15	165	-0.783085517372083	-2.11886317125855	4.69545719236179e-15	332	tags=40%, list=10%, signal=38%	1340/30845/287/340061/4704/2147/4705/1756/4723/11331/7388/4726/515/274/488/3270/1528/9551/4716/2946/10632/4729/9377/23530/4697/489/4713/4702/5250/845/183/4695/781/1329/539/498/88/7416/857/4719/4715/8402/51297/374291/481/4707/2631/521/4698/1327/8604/4710/29796/506/10476/7384/487/513/6521/509/4720/4722/2273/844/1537/291
GO_BP_GSEA	GO:0034220	monoatomic ion transmembrane transport	3.28105134540111e-17	1.11191184483038e-14	182	-0.764952918269554	-2.08804814876534	9.23683109752101e-15	318	tags=38%, list=10%, signal=36%	1340/30845/287/340061/4704/2147/4705/309/1756/4723/11331/7388/4726/515/274/79073/488/3270/1528/9551/4716/2946/10632/4729/9377/23530/4697/489/4713/4702/5250/845/183/4695/781/1329/539/498/88/7416/857/7417/4719/4715/51297/374291/481/4707/2631/521/7419/4698/1327/8604/4710/29796/506/10476/7384/487/513/6521/509/4720/4722/2273/844/1537/291
GO_BP_GSEA	GO:0006811	monoatomic ion transport	4.78321864527685e-17	1.45888168680944e-14	235	-0.731093357428826	-2.03599837215248	1.2119165557033e-14	339	tags=32%, list=10%, signal=31%	10424/1340/30845/287/340061/4704/2147/4705/309/7178/1756/4723/11331/7388/4726/515/274/79073/488/3270/1528/760/9551/4716/2946/10632/4729/5446/9377/23530/4697/489/4713/4702/5250/845/183/4695/781/1329/539/498/88/7416/857/23171/7417/4719/4715/51297/374291/6345/481/4707/2631/521/7419/4698/1327/8604/4710/29796/506/10476/7384/487/513/6521/509/4720/4722/2273/844/1537/291
