source	ID	Description	pvalue	p.adjust	setSize	enrichmentScore	NES	qvalue	rank	leading_edge	core_enrichment
KEGG_GSEA	hsa05208	Chemical carcinogenesis - reactive oxygen species	2.55386064680613e-14	7.3295800563336e-12	91	-0.835415939154959	-2.09851642054002	5.51096244837113e-12	410	tags=60%, list=13%, signal=54%	NDUFS5/NDUFA11/NDUFAB1/UQCRFS1/SDHA/COX6B1/NDUFA9/NDUFA10/AKR1C2/NDUFV1/UQCRH/NDUFS6/ATP5PB/EPHX1/GSTM3/UQCRB/NDUFB10/MGST3/GSTM2/COX6C/NDUFV2/COX5A/MGST1/NDUFA4/NDUFA13/NDUFB7/NDUFA8/NDUFB11/NDUFA2/COX5B/ATP5PO/ATP5F1A/VDAC1/VDAC2/NDUFS1/NDUFB9/NDUFS7/SDHB/NDUFB1/VDAC3/UQCRC2/NDUFA5/COX4I1/SDHC/NDUFB4/UQCR10/ATP5F1B/ATP5PD/UQCRC1/ATP5F1D/ATP5F1C/NDUFS2/NDUFS3/CYC1/SLC25A4
KEGG_GSEA	hsa03040	Spliceosome	6.28201529786289e-14	9.01469195243325e-12	74	0.817348069070863	2.35737510371381	6.77796387400997e-12	276	tags=45%, list=8%, signal=42%	TRA2B/SNRPD1/LSM7/RBMX/SNRPF/SNRPD2/LSM6/SNRPA/SRSF1/LSM4/SF3B4/SNRPE/PUF60/SRSF2/SNRNP70/HNRNPA1/HSPA8/SNRPD3/TCERG1/PPIE/LSM2/PLRG1/SRSF6/SF3B2/PPIL1/PPIH/SF3A1/ALYREF/SRSF5/RBMXL1/SNRNP200/THOC1/U2SURP
KEGG_GSEA	hsa00190	Oxidative phosphorylation	1.6437553262936e-12	1.57252592882088e-10	64	-0.862649683163064	-2.0779185845493	1.18235032242171e-10	410	tags=75%, list=13%, signal=67%	NDUFS5/NDUFA11/NDUFAB1/UQCRFS1/SDHA/COX6B1/NDUFA9/NDUFA10/NDUFV1/UQCRH/NDUFS6/ATP5PB/UQCRB/ATP5MF/NDUFB10/ATP5MG/COX6C/NDUFV2/COX5A/NDUFA4/NDUFA13/NDUFB7/NDUFA8/NDUFB11/NDUFA2/COX5B/ATP5PO/ATP5F1A/NDUFS1/NDUFB9/NDUFS7/SDHB/NDUFB1/ATP5ME/UQCRC2/NDUFA5/COX4I1/SDHC/NDUFB4/UQCR10/ATP5F1B/ATP5PD/UQCRC1/ATP5F1D/ATP5F1C/NDUFS2/NDUFS3/CYC1
KEGG_GSEA	hsa05016	Huntington disease	6.25900612540389e-12	4.49083689497729e-10	130	-0.756581775031432	-1.9788184946114	3.37656909396789e-10	413	tags=39%, list=13%, signal=36%	PSMC2/NDUFS5/NDUFA11/NDUFAB1/UQCRFS1/SDHA/SIN3A/COX6B1/NDUFA9/NDUFA10/NDUFV1/UQCRH/NDUFS6/ATP5PB/UQCRB/NDUFB10/COX6C/NDUFV2/COX5A/NDUFA4/NDUFA13/NDUFB7/NDUFA8/NDUFB11/NDUFA2/COX5B/ATP5PO/ATP5F1A/VDAC1/VDAC2/NDUFS1/NDUFB9/NDUFS7/SDHB/NDUFB1/VDAC3/UQCRC2/NDUFA5/COX4I1/SDHC/NDUFB4/UQCR10/ATP5F1B/ATP5PD/UQCRC1/ATP5F1D/ATP5F1C/NDUFS2/NDUFS3/CYC1/SLC25A4
KEGG_GSEA	hsa05415	Diabetic cardiomyopathy	1.15451118033737e-11	6.62689417513648e-10	96	-0.801922822412612	-2.02186093626757	4.98262719935074e-10	410	tags=61%, list=13%, signal=55%	NDUFS5/NDUFA11/NDUFAB1/UQCRFS1/CMA1/SDHA/COX6B1/NDUFA9/NDUFA10/NDUFV1/UQCRH/NDUFS6/CPT2/ATP5PB/ATP2A2/UQCRB/NDUFB10/COX6C/NDUFV2/COX5A/NDUFA4/ATP2A3/NDUFA13/NDUFB7/PDHB/NDUFA8/NDUFB11/AGT/NDUFA2/COX5B/ATP5PO/ATP5F1A/VDAC1/TNNI3/VDAC2/NDUFS1/NDUFB9/NDUFS7/SDHB/NDUFB1/VDAC3/UQCRC2/NDUFA5/COX4I1/SDHC/NDUFB4/UQCR10/ATP5F1B/ATP5PD/PDHA1/UQCRC1/ATP2A1/CD36/ATP5F1D/ATP5F1C/NDUFS2/NDUFS3/CYC1/SLC25A4
KEGG_GSEA	hsa05020	Prion disease	2.85992508921432e-11	1.36799750100752e-09	131	-0.749286198547704	-1.95871301035288	1.02856954962971e-09	413	tags=40%, list=13%, signal=37%	PSMC2/NDUFS5/NDUFA11/NDUFAB1/UQCRFS1/C9/SDHA/C5/COX6B1/NDUFA9/NDUFA10/NDUFV1/UQCRH/NDUFS6/ATP5PB/UQCRB/NDUFB10/COX6C/NDUFV2/COX5A/NDUFA4/NDUFA13/NDUFB7/NDUFA8/NDUFB11/NDUFA2/COX5B/ATP5PO/ATP5F1A/VDAC1/CAV1/VDAC2/NDUFS1/NDUFB9/NDUFS7/SDHB/NDUFB1/VDAC3/UQCRC2/NDUFA5/COX4I1/SDHC/NDUFB4/UQCR10/ATP5F1B/ATP5PD/UQCRC1/ATP5F1D/ATP5F1C/NDUFS2/NDUFS3/CYC1/SLC25A4
KEGG_GSEA	hsa04714	Thermogenesis	3.77078763609218e-11	1.54602293079779e-09	77	-0.818936058092692	-2.03219600223053	1.16242325623894e-09	410	tags=65%, list=13%, signal=58%	NDUFS5/NDUFA11/NDUFAB1/UQCRFS1/SDHA/COX6B1/NDUFA9/NDUFA10/NDUFV1/UQCRH/NDUFS6/ACSL1/CPT2/ATP5PB/UQCRB/ATP5MF/NDUFB10/ATP5MG/COX6C/NDUFV2/COX5A/NDUFA4/NDUFA13/NDUFB7/NDUFA8/NDUFB11/NDUFA2/COX5B/ATP5PO/ATP5F1A/NDUFS1/NDUFB9/NDUFS7/SDHB/NDUFB1/ATP5ME/UQCRC2/NDUFA5/COX4I1/SDHC/NDUFB4/UQCR10/ATP5F1B/ATP5PD/UQCRC1/ATP5F1D/ATP5F1C/NDUFS2/NDUFS3/CYC1
KEGG_GSEA	hsa05012	Parkinson disease	2.45502254014786e-10	8.80739336278044e-09	128	-0.746495084078529	-1.95654374016533	6.62210027276725e-09	413	tags=41%, list=13%, signal=38%	PSMC2/NDUFS5/NDUFA11/HTRA2/NDUFAB1/UQCRFS1/SDHA/COX6B1/NDUFA9/NDUFA10/NDUFV1/UQCRH/NDUFS6/ATP5PB/MAOA/UCHL1/UQCRB/NDUFB10/COX6C/NDUFV2/COX5A/NDUFA4/NDUFA13/NDUFB7/NDUFA8/NDUFB11/NDUFA2/COX5B/ATP5PO/ATP5F1A/VDAC1/VDAC2/NDUFS1/NDUFB9/NDUFS7/SDHB/NDUFB1/VDAC3/UQCRC2/NDUFA5/COX4I1/SDHC/NDUFB4/UQCR10/ATP5F1B/ATP5PD/UQCRC1/ATP5F1D/ATP5F1C/NDUFS2/NDUFS3/CYC1/SLC25A4
KEGG_GSEA	hsa05022	Pathways of neurodegeneration - multiple diseases	5.67877524251554e-10	1.81089832733551e-08	174	-0.692552298978774	-1.86584688069065	1.36157768972595e-08	413	tags=32%, list=13%, signal=29%	PSMC2/NDUFS5/NDUFA11/HTRA2/NDUFAB1/UQCRFS1/SDHA/COX6B1/NDUFA9/NDUFA10/NDUFV1/UQCRH/NDUFS6/ATP5PB/ATP2A2/UCHL1/UQCRB/NDUFB10/COX6C/NDUFV2/COX5A/NDUFA4/ATP2A3/NDUFA13/NDUFB7/NDUFA8/NDUFB11/NDUFA2/COX5B/ATP5PO/ATP5F1A/VDAC1/VDAC2/NDUFS1/NDUFB9/NDUFS7/SDHB/NDUFB1/VDAC3/UQCRC2/NDUFA5/COX4I1/SDHC/NDUFB4/UQCR10/ATP5F1B/ATP5PD/UQCRC1/ATP2A1/ATP5F1D/ATP5F1C/NDUFS2/NDUFS3/CYC1/SLC25A4
KEGG_GSEA	hsa05010	Alzheimer disease	3.76864907666413e-09	1.08160228500261e-07	145	-0.704858113163074	-1.87252312148648	8.13234800753839e-08	413	tags=37%, list=13%, signal=34%	PSMC2/NDUFS5/NDUFA11/NDUFAB1/UQCRFS1/SDHA/COX6B1/RTN4/NDUFA9/NDUFA10/NDUFV1/UQCRH/NDUFS6/ATP5PB/ATP2A2/UQCRB/NDUFB10/COX6C/NDUFV2/COX5A/NDUFA4/ATP2A3/NDUFA13/NDUFB7/NDUFA8/NDUFB11/NDUFA2/COX5B/ATP5PO/ATP5F1A/VDAC1/VDAC2/NDUFS1/NDUFB9/NDUFS7/SDHB/NDUFB1/VDAC3/UQCRC2/NDUFA5/COX4I1/SDHC/NDUFB4/UQCR10/ATP5F1B/ATP5PD/UQCRC1/ATP2A1/ATP5F1D/ATP5F1C/NDUFS2/NDUFS3/CYC1/SLC25A4
Reactome_GSEA	R-HSA-8953854	Metabolism of RNA	2.89155921550347e-23	2.21782591829116e-20	307	0.666199958709446	2.27314048664915	1.48839205934863e-20	490	tags=29%, list=15%, signal=28%	TRA2B/SNRPD1/LSM7/RBMX/SNRPF/PABPC1/SNRPD2/RAE1/LSM6/SNRPA/PSMB10/SRSF1/YBX1/PHAX/LSM4/PSMB9/SF3B4/SNRPE/PSMB8/TPR/CPSF6/PUF60/SRSF2/SNRNP70/NUDT21/HNRNPA1/SUPT5H/PPIL4/DKC1/CPSF7/HSPA8/SNRPD3/RPS11/TCERG1/PPIE/LSM2/DNAJC8/PLRG1/PABPN1/SRSF6/SF3B2/PPIL1/PPIH/RRP9/PSMA2/SF3A1/PSMB2/ALYREF/SRSF5/PSMB3/PSMA4/OSGEP/PSMB4/HNRNPF/SNRNP200/THOC1/KHSRP/U2SURP/RPL12/LSM1/RPL10/PSMA1/EMG1/PPIL3/SKIC3/PSMA7/PSMB1/ADAR/PSMA6/RPS8/PSMD10/TUT4/DDX46/REXO2/WDR12/LSM8/PSMA3/PSMA5/CSTF1/RPL8/SRRM1/PPWD1/SRSF4/RBM17/PTBP1/RPS23/SRSF11/RPL18/EIF4B/EPRS1
Reactome_GSEA	R-HSA-1428517	Aerobic respiration and respiratory electron transport	1.94492700184608e-19	7.45879505207971e-17	113	-0.849714763740247	-2.19876186473626	5.00562791527754e-17	410	tags=66%, list=13%, signal=60%	NDUFS5/NDUFA11/NDUFAB1/UQCRFS1/SDHA/IDH3G/PDHX/COX6B1/LDHB/GOT1/NDUFA9/NDUFA10/ACO2/ETFDH/DLAT/IDH3B/NDUFV1/UQCRH/OGDH/NDUFS6/ATP5PB/ETFB/UQCRB/GOT2/ATP5MF/MDH1/NDUFB10/IDH3A/ATP5MG/SUCLG2/COX6C/ETFA/NDUFV2/SUCLG1/COX5A/NNT/GPT/NDUFA4/NDUFA13/NDUFB7/PDHB/NDUFA8/NDUFB11/NDUFA2/COX5B/SUCLA2/ATP5PO/ATP5F1A/VDAC1/NDUFS1/NDUFB9/ATP5MK/SLC25A11/NDUFS7/CS/SDHB/NDUFB1/ATP5ME/UQCRC2/NDUFA5/COX4I1/SDHC/SLC25A12/NDUFB4/UQCR10/ATP5F1B/ATP5PD/PDHA1/UQCRC1/ATP5F1D/ATP5F1C/NDUFS2/NDUFS3/CYC1/SLC25A4
Reactome_GSEA	R-HSA-72203	Processing of Capped Intron-Containing Pre-mRNA	1.25235596066225e-16	3.20185673942649e-14	116	0.774854130454253	2.3650035659161	2.14877917460997e-14	477	tags=45%, list=15%, signal=40%	TRA2B/SNRPD1/LSM7/RBMX/SNRPF/SNRPD2/RAE1/LSM6/SNRPA/SRSF1/YBX1/LSM4/SF3B4/SNRPE/TPR/CPSF6/PUF60/SRSF2/SNRNP70/NUDT21/HNRNPA1/PPIL4/CPSF7/HSPA8/SNRPD3/TCERG1/PPIE/LSM2/DNAJC8/PLRG1/PABPN1/SRSF6/SF3B2/PPIL1/PPIH/SF3A1/ALYREF/SRSF5/HNRNPF/SNRNP200/THOC1/U2SURP/PPIL3/DDX46/LSM8/CSTF1/SRRM1/PPWD1/SRSF4/RBM17/PTBP1/SRSF11
Reactome_GSEA	R-HSA-72163	mRNA Splicing - Major Pathway	1.17361597312227e-14	1.80032690276957e-12	95	0.785279855969694	2.34720370714322	1.20820675969851e-12	477	tags=46%, list=15%, signal=41%	TRA2B/SNRPD1/LSM7/RBMX/SNRPF/SNRPD2/LSM6/SNRPA/SRSF1/YBX1/LSM4/SF3B4/SNRPE/PUF60/SRSF2/SNRNP70/HNRNPA1/PPIL4/HSPA8/SNRPD3/TCERG1/PPIE/LSM2/DNAJC8/PLRG1/SRSF6/SF3B2/PPIL1/PPIH/SF3A1/ALYREF/SRSF5/HNRNPF/SNRNP200/U2SURP/PPIL3/DDX46/LSM8/SRRM1/PPWD1/SRSF4/RBM17/PTBP1/SRSF11
Reactome_GSEA	R-HSA-72172	mRNA Splicing	1.17361597312227e-14	1.80032690276957e-12	95	0.785279855969694	2.34720370714322	1.20820675969851e-12	477	tags=46%, list=15%, signal=41%	TRA2B/SNRPD1/LSM7/RBMX/SNRPF/SNRPD2/LSM6/SNRPA/SRSF1/YBX1/LSM4/SF3B4/SNRPE/PUF60/SRSF2/SNRNP70/HNRNPA1/PPIL4/HSPA8/SNRPD3/TCERG1/PPIE/LSM2/DNAJC8/PLRG1/SRSF6/SF3B2/PPIL1/PPIH/SF3A1/ALYREF/SRSF5/HNRNPF/SNRNP200/U2SURP/PPIL3/DDX46/LSM8/SRRM1/PPWD1/SRSF4/RBM17/PTBP1/SRSF11
Reactome_GSEA	R-HSA-611105	Respiratory electron transport	1.33986363615661e-11	1.7127923482202e-09	66	-0.849128787625493	-2.06075658911581	1.14946196154488e-09	410	tags=70%, list=13%, signal=62%	NDUFS5/NDUFA11/NDUFAB1/UQCRFS1/SDHA/COX6B1/GOT1/NDUFA9/NDUFA10/ETFDH/NDUFV1/UQCRH/NDUFS6/ETFB/UQCRB/GOT2/MDH1/NDUFB10/COX6C/ETFA/NDUFV2/COX5A/NDUFA4/NDUFA13/NDUFB7/NDUFA8/NDUFB11/NDUFA2/COX5B/NDUFS1/NDUFB9/SLC25A11/NDUFS7/SDHB/NDUFB1/UQCRC2/NDUFA5/COX4I1/SDHC/SLC25A12/NDUFB4/UQCR10/UQCRC1/NDUFS2/NDUFS3/CYC1
Reactome_GSEA	R-HSA-397014	Muscle contraction	1.54238114965162e-08	1.6900090596897e-06	67	-0.80248098452143	-1.96237017189735	1.13417200327766e-06	431	tags=54%, list=13%, signal=48%	TPM3/TNNT3/ACTA1/MYL9/ATP1A1/NEB/ANXA6/DMD/DES/TPM1/ATP2A2/MYL6B/TPM2/ACTG2/TMOD1/TNNT1/TNNI2/ATP2A3/TTN/CASQ2/MYBPC1/TNNC2/ALDH2/MYBPC2/ACTN2/TNNI3/TNNI1/TCAP/ATP1B1/TRIM72/ATP2A1/MYL1/CASQ1/MYL3/MYL2/MYL11
Reactome_GSEA	R-HSA-1280215	Cytokine Signaling in Immune system	1.78604251829817e-08	1.71236826441837e-06	246	0.529470785914958	1.78172720745084	1.14917735716816e-06	403	tags=20%, list=12%, signal=18%	ISG15/MSN/IL36RN/SUMO1/RAE1/PSMB10/YBX1/MMP2/PSMB9/MMP9/TRIM29/PSMB8/TPR/APP/EIF2AK2/HSPA8/FLNB/TXLNA/EIF2S3/PSMA2/IKBIP/PSMB2/LMNB1/NRAS/PSMB3/PSMA4/PSMB4/HNRNPF/PSMA1/PSMA7/CASP3/IFI30/PSMB1/ADAR/PSMA6/PSMD10/TGFB1/IKBKG/HLA-E/RALA/FLNA/PSMA3/LCN2/PSMA5/SDC1/HLA-A/GBP1/HLA-F
Reactome_GSEA	R-HSA-422475	Axon guidance	2.21229989548642e-07	1.88537113315343e-05	240	0.512506239560084	1.71810316904064	1.26528029110276e-05	395	tags=17%, list=12%, signal=16%	COL4A2/COL4A1/MSN/COL3A1/SHTN1/PABPC1/PSMB10/EGFR/MMP2/LAMB1/PSMB9/ENAH/MMP9/PSMB8/COL5A2/COL5A1/EZR/HSPA8/RPS11/PSMA2/AGRN/PSMB2/RDX/NRAS/PSMB3/PSMA4/DLG1/PSMB4/RPL12/RPL10/PSMA1/PSMA7/PSMB1/PSMA6/RPS8/PSMD10/PSMA3/FGFR1/PSMA5/ROCK1
Reactome_GSEA	R-HSA-9837999	Mitochondrial protein degradation	2.74641283879031e-07	2.10649864735217e-05	62	-0.779223213142001	-1.87760970595412	1.41367987175628e-05	303	tags=44%, list=9%, signal=40%	ALDH1B1/ACO2/HSPD1/NDUFV1/OGDH/LONP1/IDH3A/BDH1/ATP5MG/SUCLG2/COX5A/NDUFA13/PDHB/NDUFA2/COX5B/ATP5PO/ALDH2/ATP5F1A/NDUFS1/CS/UQCRC2/COX4I1/ATP5F1B/ATP5PD/PDHA1/ATP5F1C/NDUFS3
