ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0009790	embryo development	204	0.494658878847782	1.65186942645384	1.48299272548593e-05	0.000481183809865117	0.00039972715456267	603	tags=29%, list=18%, signal=25%	3909/5754/3914/1284/6434/1281/115908/5723/86/1956/4904/4313/3912/4318/4317/1290/1303/1289/60681/11091/8019/6692/1382/51645/1739/4678/23168/3910/6134/10436/836/3516/8882/7040/5898/6678/2260/1825/6093/10049/2335/54475/23187/90102/9782/81565/4522/2022/5704/102/65125/27339/3691/10522/79577/55845/8894/1499/9368
GO:0042692	muscle cell differentiation	119	-0.660433037455163	-1.72864072259712	1.54813386074883e-05	0.000497032450029888	0.000412892875658996	438	tags=34%, list=13%, signal=30%	10611/7140/58/6444/10398/975/7373/4703/287/8048/131377/1756/2318/7168/274/488/7345/10324/1073/3880/7111/150572/7138/3856/7273/127294/4604/4606/88/8470/9172/8557/493829/8736/34/11155/4625/844/284612/4633
GO:0097250	mitochondrial respirasome assembly	34	-0.825000282448706	-1.84293648063235	1.78280219153419e-05	0.000560571823111266	0.000465676058059989	410	tags=62%, list=13%, signal=55%	4725/126328/4706/7386/4704/4705/4716/51079/4713/4702/54539/4695/4719/4715/374291/4707/4698/4710/513/4720/4722
GO:0010558	negative regulation of macromolecule biosynthetic process	400	0.405133295103609	1.41139982831295	1.77235350690452e-05	0.000560571823111266	0.000465676058059989	601	tags=27%, list=18%, signal=25%	5054/51690/27316/5928/26525/26986/7341/11157/4904/2023/25804/23650/7175/351/2203/6427/1523/8288/3178/6829/7430/5610/3312/11335/328/114899/1786/11091/4076/140885/10915/54862/57819/9111/10457/6431/6605/4841/4001/1739/8321/11117/4666/22913/7812/64802/383/23168/8570/27257/1992/6780/6421/6134/387921/10951/9652/836/3516/103/55269/5716/7040/23318/2734/2316/2260/23468/5317/6093/2633/3134/58155/8993/11187/10049/51574/408/6429/634/317772/5725/3930/7295/2335/3068/2058/7353/54/9208/5788/23607/84324/2022/55337/9444/5074/102/165/10522/11338/2597/79577/1499/51593/10330/8761
GO:0044255	cellular lipid metabolic process	216	-0.586893295780754	-1.6255921140781	1.94551556697436e-05	0.000605492089721613	0.000502992048303683	566	tags=33%, list=17%, signal=30%	338/51084/1632/9370/2687/128/1892/38/3613/35/27440/11343/57552/2224/5096/4258/403313/54344/2194/5444/348/4594/51144/231/335/84532/27429/4706/3030/55268/145482/3158/64419/84693/11160/51097/224/2110/1646/216/57153/11331/2180/347/1376/84869/3032/350/2052/2109/22908/4259/2170/2946/345/2517/2108/336/10449/7923/337/10455/857/80142/7148/1384/9588/37/125/34/948/2819
GO:0060048	cardiac muscle contraction	44	-0.78311974128261	-1.79701564249315	2.78761912540512e-05	0.000858811952776325	0.000713428945757589	354	tags=55%, list=11%, signal=49%	476/30845/287/8048/1756/7168/274/488/3270/2946/7136/7273/845/781/7137/857/23171/7135/8557/481/487/4625/4634/4633
GO:0044248	cellular catabolic process	359	-0.528854111273476	-1.49905547395645	2.87188274299572e-05	0.000875924236613696	0.000727644396041127	622	tags=30%, list=19%, signal=27%	310/2744/11315/523/8508/1629/6718/7263/11267/51382/338/9123/1020/51606/51084/1632/9370/23256/2687/55737/128/1892/38/9520/3048/201475/1636/1429/35/11343/9554/5096/55847/93974/4258/403313/5444/348/56267/27429/3043/64087/3315/84148/3030/3047/55268/80279/64419/84693/2805/3039/3045/340061/8659/2110/11331/2180/593/1376/3032/2098/488/10935/7345/2947/2109/25824/2806/2946/594/345/8801/2517/5860/2108/1191/336/55335/7915/10449/5446/8802/23530/2875/7001/337/4329/8803/217/7416/10455/1384/9588/51181/1634/2631/37/65991/1917/34/54832/948/2819/11112/291
GO:0043588	skin development	89	0.618505094919165	1.85711460413447	3.22586848245919e-05	0.000974148403118866	0.00080924079596449	448	tags=26%, list=14%, signal=23%	1281/1956/3694/6278/1290/1289/2317/4926/6431/4831/1001/3853/836/3516/3868/3872/23581/5317/6093/144501/3861/11187/3713
GO:0000245	spliceosomal complex assembly	31	0.7895936417981	1.95103392913759	3.31243935319502e-05	0.000990484316396549	0.000822811302697668	404	tags=48%, list=12%, signal=43%	6632/6636/6633/6426/10262/6635/22827/6634/6431/10992/10291/6430/23020/9879/58155
GO:0008016	regulation of heart contraction	52	-0.755383018859402	-1.77340448524493	3.69579794811683e-05	0.00109438677104431	0.000909124748197979	354	tags=46%, list=11%, signal=42%	476/30845/287/8048/1756/1674/7168/274/488/3270/2946/489/845/183/781/7137/857/23171/6271/481/487/4625/4634/4633
